ts,track_id,side,x,y,conf,source
1780885477.627,13,R,603.3,363.4,0.986,direct
1780885477.660,13,L,485.4,498.1,0.965,direct
1780885477.660,13,R,603.7,362.8,0.974,direct
1780885477.698,13,L,485.2,499.1,0.965,direct
1780885477.698,13,R,604.1,362.1,0.974,direct
1780885477.738,13,L,485.6,499.6,0.968,direct
1780885477.738,13,R,604.5,361.4,0.978,direct
1780885477.772,13,L,486.0,499.8,0.968,direct
1780885477.772,13,R,604.9,360.8,0.978,direct
1780885477.809,13,L,486.5,499.7,0.967,direct
1780885477.809,13,R,605.3,360.1,0.974,direct
1780885477.850,13,L,487.1,498.6,0.967,direct
1780885477.850,13,R,605.8,359.4,0.974,direct
1780885477.883,13,L,487.6,498.0,0.952,direct
1780885477.883,13,R,606.2,358.7,0.961,direct
1780885477.917,13,L,486.8,497.0,0.968,direct
1780885477.917,13,R,606.5,358.1,0.976,direct
1780885477.956,13,L,485.5,496.2,0.968,direct
1780885477.956,13,R,607.0,357.4,0.976,direct
1780885477.992,13,L,483.8,493.4,0.967,direct
1780885477.992,13,R,607.4,356.8,0.975,direct
1780885478.041,13,L,482.5,490.4,0.967,direct
1780885478.041,13,R,607.9,355.9,0.975,direct
1780885478.083,13,L,481.9,488.5,0.972,direct
1780885478.083,13,R,608.4,355.1,0.979,direct
1780885478.117,13,L,481.9,487.8,0.946,direct
1780885478.117,13,R,608.8,354.5,0.962,direct
1780885478.155,13,L,481.9,487.4,0.946,direct
1780885478.155,13,R,609.2,353.8,0.962,direct
1780885478.191,13,L,482.2,487.2,0.980,direct
1780885478.191,13,R,609.6,353.2,0.988,direct
1780885478.225,13,L,482.6,487.2,0.980,direct
1780885478.225,13,R,610.0,352.6,0.988,direct
1780885478.263,13,L,483.0,487.0,0.984,direct
1780885478.263,13,R,610.4,351.9,0.990,direct
1780885478.305,13,L,483.3,486.9,0.984,direct
1780885478.305,13,R,610.9,351.1,0.990,direct
1780885478.339,13,L,483.5,486.7,0.984,direct
1780885478.339,13,R,611.2,350.5,0.990,direct
1780885478.373,13,L,483.6,486.5,0.984,direct
1780885478.373,13,R,611.6,349.9,0.990,direct
1780885478.408,13,L,485.3,486.2,0.987,direct
1780885478.408,13,R,612.0,349.3,0.991,direct
1780885478.441,13,L,487.2,485.9,0.987,direct
1780885478.441,13,R,612.4,348.7,0.991,direct
1780885478.484,13,L,489.4,485.9,0.988,direct
1780885478.484,13,R,612.9,347.9,0.992,direct
1780885478.526,13,L,494.8,485.1,0.987,direct
1780885478.526,13,R,613.3,347.1,0.992,direct
1780885478.564,13,L,498.5,484.4,0.987,direct
1780885478.564,13,R,613.8,346.4,0.992,direct
1780885478.598,13,L,500.9,483.6,0.978,direct
1780885478.598,13,R,614.1,345.8,0.986,direct
1780885478.633,13,L,502.6,482.9,0.978,direct
1780885478.633,13,R,614.5,345.2,0.986,direct
1780885478.668,13,L,503.3,482.6,0.978,direct
1780885478.668,13,R,614.9,344.6,0.986,direct
1780885478.700,13,L,504.0,482.4,0.978,direct
1780885478.700,13,R,615.3,344.0,0.986,direct
1780885478.734,13,L,506.0,482.7,0.982,direct
1780885478.734,13,R,615.7,343.4,0.987,direct
1780885478.768,13,L,507.9,483.2,0.982,direct
1780885478.768,13,R,616.0,342.7,0.987,direct
1780885478.805,13,L,509.6,484.4,0.984,direct
1780885478.805,13,R,616.4,342.1,0.989,direct
1780885478.837,13,L,510.7,485.4,0.984,direct
1780885478.837,13,R,616.8,341.5,0.989,direct
1780885478.874,13,L,511.3,485.4,0.984,direct
1780885478.874,13,R,617.2,340.8,0.989,direct
1780885478.920,13,L,511.8,485.2,0.984,direct
1780885478.920,13,R,617.7,340.0,0.989,direct
1780885478.956,13,L,511.5,482.7,0.989,direct
1780885478.956,13,R,618.1,339.3,0.993,direct
1780885478.992,13,L,511.1,479.9,0.989,direct
1780885478.992,13,R,618.5,338.7,0.993,direct
1780885479.026,13,L,510.8,477.5,0.990,direct
1780885479.026,13,R,618.9,338.1,0.994,direct
1780885479.060,13,L,510.6,475.8,0.990,direct
1780885479.060,13,R,619.3,337.5,0.994,direct
1780885479.094,13,L,511.0,475.4,0.988,direct
1780885479.094,13,R,619.7,336.9,0.993,direct
1780885479.129,13,L,511.5,475.4,0.988,direct
1780885479.129,13,R,620.1,336.2,0.993,direct
1780885479.164,13,L,513.0,478.7,0.979,direct
1780885479.164,13,R,620.5,335.6,0.986,direct
1780885479.205,13,L,513.4,482.7,0.981,direct
1780885479.205,13,R,620.9,334.8,0.987,direct
1780885479.236,13,L,513.4,485.3,0.981,direct
1780885479.236,13,R,621.3,334.3,0.987,direct
1780885479.271,13,L,513.5,486.8,0.984,direct
1780885479.271,13,R,621.6,333.6,0.990,direct
1780885479.319,13,L,513.7,488.2,0.984,direct
1780885479.319,13,R,622.2,332.8,0.990,direct
1780885479.360,13,L,513.9,489.6,0.958,direct
1780885479.360,13,R,622.6,332.0,0.970,direct
1780885479.398,13,L,514.5,490.1,0.956,direct
1780885479.398,13,R,623.1,331.4,0.971,direct
1780885479.445,13,L,515.1,490.4,0.956,direct
1780885479.445,13,R,623.6,330.5,0.971,direct
1780885479.480,13,L,515.2,490.6,0.956,direct
1780885479.480,13,R,624.0,329.9,0.966,direct
1780885479.519,13,L,515.0,490.7,0.956,direct
1780885479.519,13,R,624.4,329.2,0.966,direct
1780885479.549,13,L,514.4,490.8,0.956,direct
1780885479.549,13,R,624.8,328.6,0.966,direct
1780885479.585,13,L,513.9,491.1,0.956,direct
1780885479.585,13,R,625.2,328.0,0.966,direct
1780885479.633,13,L,515.8,490.9,0.956,direct
1780885479.633,13,R,625.7,327.1,0.969,direct
1780885479.682,13,L,518.6,490.5,0.956,direct
1780885479.682,13,R,626.2,326.2,0.969,direct
1780885479.729,13,L,519.9,489.8,0.956,direct
1780885479.729,13,R,626.8,325.4,0.972,direct
1780885479.778,13,L,520.1,489.2,0.956,direct
1780885479.779,13,R,627.3,324.5,0.972,direct
1780885479.823,13,L,520.0,488.9,0.956,direct
1780885479.823,13,R,627.8,323.7,0.972,direct
1780885479.872,13,L,523.0,486.4,0.976,direct
1780885479.872,13,R,628.3,322.8,0.983,direct
1780885479.916,13,L,527.8,481.6,0.981,direct
1780885479.916,13,R,628.9,322.0,0.986,direct
1780885479.952,13,L,530.4,478.8,0.981,direct
1780885479.952,13,R,629.2,321.3,0.986,direct
1780885480.001,13,L,535.7,475.4,0.988,direct
1780885480.001,13,R,629.8,320.4,0.991,direct
1780885480.038,13,L,538.3,473.9,0.988,direct
1780885480.038,13,R,630.2,319.8,0.991,direct
1780885480.082,13,L,537.7,475.1,0.987,direct
1780885480.082,13,R,630.7,319.0,0.991,direct
1780885480.129,13,L,536.1,476.9,0.987,direct
1780885480.129,13,R,631.2,318.1,0.991,direct
1780885480.171,13,L,536.2,477.3,0.989,direct
1780885480.171,13,R,631.7,317.4,0.992,direct
1780885480.206,13,L,527.3,477.1,0.984,direct
1780885480.206,13,R,632.1,316.7,0.987,direct
1780885480.253,13,L,517.5,476.3,0.984,direct
1780885480.253,13,R,632.6,315.9,0.987,direct
1780885480.301,13,L,506.5,469.2,0.978,direct
1780885480.301,13,R,633.1,315.0,0.981,direct
1780885480.334,13,L,501.1,465.0,0.978,direct
1780885480.334,13,R,633.5,314.4,0.981,direct
1780885480.369,13,L,496.7,462.5,0.968,direct
1780885480.369,13,R,633.9,313.8,0.970,direct
1780885480.404,13,L,492.8,458.7,0.975,direct
1780885480.404,13,R,634.3,313.1,0.969,direct
1780885480.437,13,L,490.1,455.6,0.975,direct
1780885480.437,13,R,634.7,312.6,0.969,direct
1780885480.474,13,L,487.9,447.3,0.981,direct
1780885480.474,13,R,635.1,311.9,0.980,direct
1780885480.518,13,L,486.4,439.9,0.981,direct
1780885480.518,13,R,635.6,311.1,0.980,direct
1780885480.562,13,L,484.5,437.0,0.977,direct
1780885480.562,13,R,636.1,310.3,0.973,direct
1780885480.593,13,L,483.2,435.5,0.977,direct
1780885480.593,13,R,636.4,309.7,0.973,direct
1780885480.625,13,L,482.7,433.6,0.978,direct
1780885480.625,13,R,636.8,309.2,0.975,direct
1780885480.658,13,L,482.5,431.9,0.978,direct
1780885480.658,13,R,637.1,308.6,0.975,direct
1780885480.691,13,L,483.1,431.3,0.983,direct
1780885480.691,13,R,637.5,308.0,0.982,direct
1780885480.724,13,L,484.3,431.2,0.983,direct
1780885480.724,13,R,637.9,307.4,0.982,direct
1780885480.755,13,L,486.9,433.4,0.981,direct
1780885480.756,13,R,638.2,306.8,0.977,direct
1780885480.788,13,L,489.1,435.9,0.981,direct
1780885480.789,13,R,638.6,306.2,0.977,direct
1780885480.826,13,L,491.3,440.4,0.981,direct
1780885480.826,13,R,639.0,305.5,0.978,direct
1780885480.865,13,L,492.9,443.9,0.981,direct
1780885480.865,13,R,639.4,304.8,0.978,direct
1780885480.912,13,L,494.3,450.6,0.978,direct
1780885480.912,13,R,640.0,304.0,0.980,direct
1780885480.960,13,L,498.7,458.4,0.985,direct
1780885480.960,13,R,640.5,303.1,0.990,direct
1780885480.995,13,L,501.4,462.5,0.985,direct
1780885480.995,13,R,640.9,302.5,0.990,direct
1780885481.031,13,L,504.0,463.9,0.988,direct
1780885481.031,13,R,641.3,301.8,0.992,direct
1780885481.068,13,L,506.2,464.4,0.988,direct
1780885481.068,13,R,641.7,301.1,0.992,direct
1780885481.100,13,L,507.6,467.0,0.982,direct
1780885481.100,13,R,642.1,300.6,0.988,direct
1780885481.137,13,L,508.6,469.9,0.982,direct
1780885481.137,13,R,642.5,299.9,0.988,direct
1780885481.171,13,L,509.1,477.2,0.940,direct
1780885481.171,13,R,642.9,299.3,0.935,direct
1780885481.207,13,L,509.3,483.5,0.940,direct
1780885481.207,13,R,643.3,298.6,0.935,direct
1780885481.242,13,L,509.8,484.2,0.961,direct
1780885481.242,13,R,643.7,298.0,0.984,direct
1780885481.276,13,L,513.7,484.9,0.975,direct
1780885481.276,13,R,644.0,297.4,0.984,direct
1780885481.311,13,L,517.4,484.7,0.975,direct
1780885481.311,13,R,644.4,296.7,0.984,direct
1780885481.351,13,L,518.2,485.4,0.958,direct
1780885481.351,13,R,644.9,296.0,0.980,direct
1780885481.385,13,L,518.9,486.0,0.958,direct
1780885481.385,13,R,645.2,295.4,0.980,direct
1780885481.420,13,L,519.2,489.6,0.959,direct
1780885481.420,13,R,645.6,294.8,0.968,direct
1780885481.466,13,L,519.4,494.4,0.959,direct
1780885481.466,13,R,646.1,293.9,0.968,direct
1780885481.503,13,L,520.0,495.2,0.971,direct
1780885481.503,13,R,646.6,293.3,0.981,direct
1780885481.547,13,L,520.1,493.4,0.968,direct
1780885481.547,13,R,647.1,292.5,0.981,direct
1780885481.594,13,L,519.9,490.7,0.968,direct
1780885481.594,13,R,647.6,291.6,0.981,direct
1780885481.642,13,L,519.1,485.8,0.954,direct
1780885481.642,13,R,648.1,290.8,0.976,direct
1780885481.685,13,L,518.6,482.6,0.954,direct
1780885481.685,13,R,648.6,290.0,0.976,direct
1780885481.719,13,L,518.6,475.8,0.961,direct
1780885481.719,13,R,649.0,289.4,0.982,direct
1780885481.754,13,L,518.8,470.4,0.961,direct
1780885481.754,13,R,649.4,288.7,0.982,direct
1780885481.798,13,L,519.9,462.0,0.958,direct
1780885481.798,13,R,649.9,287.9,0.980,direct
1780885481.830,13,L,520.6,457.3,0.958,direct
1780885481.830,13,R,650.2,287.4,0.980,direct
1780885481.868,13,L,519.4,457.6,0.971,direct
1780885481.868,13,R,650.6,286.7,0.988,direct
1780885481.908,13,L,517.9,459.2,0.971,direct
1780885481.908,13,R,651.1,286.0,0.988,direct
1780885481.939,13,L,518.8,460.6,0.989,direct
1780885481.939,13,R,541.4,451.9,0.994,direct
1780885481.975,13,L,519.1,460.5,0.975,direct
1780885481.975,13,R,541.4,451.9,0.989,direct
1780885482.008,13,L,519.4,460.3,0.975,direct
1780885482.008,13,R,541.4,452.0,0.989,direct
1780885482.043,13,L,521.9,454.2,0.990,direct
1780885482.043,13,R,541.3,452.0,0.995,direct
1780885482.084,13,L,524.4,447.5,0.990,direct
1780885482.084,13,R,541.3,452.0,0.995,direct
1780885482.128,13,L,525.0,442.6,0.988,direct
1780885482.128,13,R,541.2,452.0,0.994,direct
1780885482.166,13,L,525.2,437.0,0.986,direct
1780885482.166,13,R,541.2,452.1,0.993,direct
1780885482.213,13,L,525.4,432.3,0.986,direct
1780885482.213,13,R,541.1,452.1,0.993,direct
1780885482.260,13,L,523.3,426.9,0.969,direct
1780885482.260,13,R,541.1,452.1,0.986,direct
1780885482.305,13,L,521.5,423.2,0.969,direct
1780885482.305,13,R,541.0,452.1,0.986,direct
1780885482.351,13,L,527.6,411.7,0.953,direct
1780885482.351,13,R,541.0,452.2,0.976,direct
1780885482.400,13,L,533.3,403.1,0.953,direct
1780885482.400,13,R,540.9,452.2,0.976,direct
1780885482.431,13,L,537.8,400.0,0.936,direct
1780885482.431,13,R,540.9,452.2,0.966,direct
1780885482.470,13,L,542.0,397.9,0.936,direct
1780885482.470,13,R,540.8,452.2,0.966,direct
1780885482.508,13,L,542.6,396.4,0.898,direct
1780885482.508,13,R,540.8,452.3,0.938,direct
1780885482.555,13,L,543.5,394.5,0.962,direct
1780885482.555,13,R,540.7,452.3,0.965,direct
1780885482.603,13,L,544.3,392.5,0.962,direct
1780885482.603,13,R,540.7,452.3,0.965,direct
1780885482.651,13,L,545.1,390.6,0.964,direct
1780885482.651,13,R,540.6,452.3,0.963,direct
1780885482.703,13,L,546.0,388.5,0.964,direct
1780885482.703,13,R,540.5,452.4,0.963,direct
1780885482.743,13,L,546.8,386.8,0.960,direct
1780885482.743,13,R,540.5,452.4,0.961,direct
1780885482.791,13,L,547.6,384.9,0.970,direct
1780885482.791,13,R,540.4,452.4,0.971,direct
1780885482.838,13,L,548.4,383.0,0.970,direct
1780885482.838,13,R,540.4,452.5,0.971,direct
1780885482.887,13,L,549.3,381.0,0.956,direct
1780885482.887,13,R,540.3,452.5,0.959,direct
1780885482.932,13,L,550.1,379.1,0.949,direct
1780885482.932,13,R,540.3,452.5,0.955,direct
1780885482.981,13,L,550.9,377.2,0.949,direct
1780885482.981,13,R,540.2,452.5,0.955,direct
1780885483.026,13,L,551.7,375.3,0.968,direct
1780885483.026,13,R,540.2,452.6,0.972,direct
1780885483.073,13,L,552.5,373.4,0.968,direct
1780885483.073,13,R,540.1,452.6,0.972,direct
1780885483.122,13,L,553.4,371.4,0.934,direct
1780885483.122,13,R,540.1,452.6,0.947,direct
1780885483.165,13,L,554.1,369.7,0.934,direct
1780885483.165,13,R,540.0,452.6,0.947,direct
1780885483.200,13,L,554.7,368.3,0.981,direct
1780885483.200,13,R,553.4,423.7,0.988,direct
1780885483.235,13,L,555.3,366.9,0.981,direct
1780885483.235,13,R,559.2,408.5,0.988,direct
1780885483.278,13,L,556.1,365.1,0.982,direct
1780885483.278,13,R,562.7,400.4,0.988,direct
1780885483.313,13,L,556.7,363.7,0.982,direct
1780885483.313,13,R,564.4,396.6,0.988,direct
1780885483.357,13,L,557.5,361.9,0.977,direct
1780885483.357,13,R,565.1,395.0,0.985,direct
1780885483.391,13,L,558.1,360.5,0.987,direct
1780885483.391,13,R,565.6,393.8,0.992,direct
1780885483.423,13,L,558.6,359.2,0.981,direct
1780885483.423,13,R,566.0,392.6,0.988,direct
1780885483.460,13,L,559.3,357.7,0.981,direct
1780885483.460,13,R,566.6,391.3,0.988,direct
1780885483.497,13,L,559.9,356.2,0.981,direct
1780885483.497,13,R,567.1,390.0,0.988,direct
1780885483.530,13,L,560.5,354.9,0.981,direct
1780885483.530,13,R,567.6,388.8,0.988,direct
1780885483.566,13,L,561.1,353.4,0.985,direct
1780885483.566,13,R,568.1,387.5,0.990,direct
1780885483.609,13,L,561.9,351.6,0.985,direct
1780885483.609,13,R,568.8,385.9,0.990,direct
1780885483.660,13,L,562.8,349.6,0.984,direct
1780885483.660,13,R,569.5,384.1,0.990,direct
1780885483.707,13,L,563.6,347.7,0.984,direct
1780885483.707,13,R,570.2,382.4,0.990,direct
1780885483.754,13,L,564.4,345.8,0.983,direct
1780885483.754,13,R,570.9,380.7,0.989,direct
1780885483.786,13,L,565.0,344.5,0.983,direct
1780885483.786,13,R,571.4,379.5,0.989,direct
1780885483.833,13,L,565.8,342.6,0.985,direct
1780885483.833,13,R,572.1,377.8,0.991,direct
1780885483.881,13,L,566.6,340.6,0.985,direct
1780885483.881,13,R,572.8,376.1,0.991,direct
1780885483.929,13,L,567.5,338.7,0.966,direct
1780885483.929,13,R,573.5,374.3,0.977,direct
1780885483.974,13,L,568.2,336.8,0.971,direct
1780885483.974,13,R,574.1,372.7,0.982,direct
1780885484.013,13,L,568.9,335.3,0.969,direct
1780885484.013,13,R,574.7,371.3,0.980,direct
1780885484.058,13,L,569.7,333.4,0.969,direct
1780885484.058,13,R,575.4,369.6,0.980,direct
1780885484.104,13,L,570.5,331.5,0.973,direct
1780885484.104,13,R,576.1,368.0,0.981,direct
1780885484.151,13,L,571.3,329.6,0.973,direct
1780885484.152,13,R,576.7,366.3,0.981,direct
1780885484.200,13,L,572.2,327.7,0.977,direct
1780885484.200,13,R,577.5,364.5,0.982,direct
1780885484.247,13,L,573.0,325.8,0.977,direct
1780885484.247,13,R,578.2,362.8,0.982,direct
1780885484.291,13,L,573.8,324.0,0.962,direct
1780885484.291,13,R,578.8,361.2,0.971,direct
1780885484.327,13,L,574.4,322.5,0.974,direct
1780885484.327,13,R,579.3,359.9,0.982,direct
1780885484.372,13,L,575.2,320.7,0.974,direct
1780885484.372,13,R,580.0,358.3,0.982,direct
1780885484.421,13,L,576.0,318.7,0.964,direct
1780885484.421,13,R,580.7,356.5,0.970,direct
1780885484.471,13,L,576.9,316.7,0.964,direct
1780885484.471,13,R,581.5,354.7,0.970,direct
1780885484.512,13,L,577.6,315.0,0.984,direct
1780885484.512,13,R,582.1,353.2,0.988,direct
1780885484.547,13,L,578.2,313.6,0.974,direct
1780885484.547,13,R,582.6,352.0,0.983,direct
1780885484.595,13,L,579.1,311.6,0.974,direct
1780885484.595,13,R,583.3,350.2,0.983,direct
1780885484.641,13,L,579.9,309.7,0.977,direct
1780885484.641,13,R,584.0,348.6,0.983,direct
1780885484.688,13,L,580.7,307.8,0.977,direct
1780885484.688,13,R,584.7,346.9,0.983,direct
1780885484.727,13,L,581.4,306.3,0.976,direct
1780885484.727,13,R,585.2,345.5,0.982,direct
1780885484.767,13,L,582.1,304.6,0.985,direct
1780885484.767,13,R,585.8,344.0,0.988,direct
1780885484.810,13,L,582.8,302.9,0.985,direct
1780885484.810,13,R,586.4,342.5,0.988,direct
1780885484.842,13,L,583.4,301.6,0.984,direct
1780885484.842,13,R,586.9,341.3,0.989,direct
1780885484.876,13,L,584.0,300.2,0.984,direct
1780885484.876,13,R,587.4,340.1,0.989,direct
1780885484.928,13,L,584.9,298.1,0.989,direct
1780885484.928,13,R,588.2,338.2,0.992,direct
1780885484.972,13,L,585.7,296.3,0.989,direct
1780885484.972,13,R,588.8,336.6,0.992,direct
1780885485.021,13,L,586.5,294.3,0.974,direct
1780885485.021,13,R,589.5,334.8,0.979,direct
1780885485.066,13,L,587.3,292.5,0.974,direct
1780885485.066,13,R,590.2,333.2,0.979,direct
1780885485.114,13,L,588.1,290.6,0.966,direct
1780885485.114,13,R,590.9,331.5,0.975,direct
1780885485.146,13,L,588.7,289.3,0.966,direct
1780885485.146,13,R,591.4,330.3,0.975,direct
1780885485.179,13,L,589.3,287.9,0.963,direct
1780885485.179,13,R,591.9,329.1,0.973,direct
1780885485.214,13,L,589.9,286.5,0.965,direct
1780885485.214,13,R,592.4,327.8,0.975,direct
1780885485.249,13,L,590.5,285.1,0.965,direct
1780885485.250,13,R,592.9,326.6,0.975,direct
1780885485.289,13,L,591.2,283.4,0.975,direct
1780885485.289,13,R,593.5,325.1,0.983,direct
1780885485.326,13,L,591.8,282.0,0.971,direct
1780885485.326,13,R,594.0,323.8,0.983,direct
1780885485.364,13,L,592.5,280.4,0.971,direct
1780885485.365,13,R,594.6,322.4,0.983,direct
1780885485.396,13,L,593.1,279.1,0.975,direct
1780885485.396,13,R,595.1,321.2,0.983,direct
1780885485.433,13,L,593.7,277.6,0.975,direct
1780885485.433,13,R,595.6,319.9,0.983,direct
1780885485.481,13,L,594.5,275.7,0.975,direct
1780885485.481,13,R,596.3,318.2,0.983,direct
1780885485.526,13,L,595.3,273.8,0.975,direct
1780885485.526,13,R,597.0,316.6,0.983,direct
1780885485.570,13,L,596.1,272.1,0.971,direct
1780885485.570,13,R,597.6,315.0,0.983,direct
1780885485.605,13,L,596.7,270.6,0.971,direct
1780885485.605,13,R,598.1,313.7,0.983,direct
1780885485.651,13,L,597.5,268.8,0.974,direct
1780885485.651,13,R,598.8,312.0,0.983,direct
1780885485.699,13,L,598.4,266.8,0.974,direct
1780885485.699,13,R,599.5,310.3,0.983,direct
1780885485.743,13,L,599.1,265.0,0.956,direct
1780885485.743,13,R,600.2,308.7,0.973,direct
1780885485.778,13,L,599.7,263.6,0.956,direct
1780885485.778,13,R,600.7,307.5,0.973,direct
1780885485.809,13,L,600.3,262.4,0.960,direct
1780885485.809,13,R,601.1,306.3,0.976,direct
1780885485.840,13,L,600.8,261.1,0.948,direct
1780885485.840,13,R,601.6,305.2,0.958,direct
1780885485.872,13,L,601.4,259.8,0.948,direct
1780885485.872,13,R,602.1,304.0,0.958,direct
1780885485.906,13,L,602.0,258.4,0.911,direct
1780885485.906,13,R,602.6,302.8,0.929,direct
1780885485.948,13,L,602.7,256.7,0.911,direct
1780885485.948,13,R,603.2,301.3,0.929,direct
1780885485.986,13,L,603.4,255.2,0.963,direct
1780885485.986,13,R,603.8,299.9,0.978,direct
1780885486.028,13,L,604.1,253.4,0.977,direct
1780885486.028,13,R,604.4,298.4,0.984,direct
1780885486.076,13,L,604.9,251.5,0.977,direct
1780885486.076,13,R,605.1,296.7,0.984,direct
1780885486.126,13,L,605.8,249.5,0.950,direct
1780885486.126,13,R,605.8,294.9,0.964,direct
1780885486.166,13,L,606.5,247.8,0.950,direct
1780885486.166,13,R,606.4,293.4,0.964,direct
1780885486.203,13,L,607.2,246.3,0.865,direct
1780885486.203,13,R,607.0,292.1,0.887,direct
1780885486.235,13,L,607.7,245.0,0.865,direct
1780885486.235,13,R,607.4,290.9,0.887,direct
1780885486.269,13,L,608.3,243.7,0.961,direct
1780885486.269,13,R,607.9,289.7,0.974,direct
1780885486.302,13,L,608.9,242.3,0.961,direct
1780885486.302,13,R,608.4,288.5,0.974,direct
1780885486.334,13,L,609.4,241.0,0.984,direct
1780885486.334,13,R,608.9,287.4,0.990,direct
1780885486.371,13,L,610.1,239.5,0.980,direct
1780885486.371,13,R,609.4,286.0,0.989,direct
1780885486.405,13,L,610.7,238.2,0.980,direct
1780885486.405,13,R,609.9,284.8,0.989,direct
1780885486.440,13,L,611.3,236.7,0.976,direct
1780885486.440,13,R,610.4,283.5,0.984,direct
1780885486.488,13,L,612.1,234.8,0.976,direct
1780885486.488,13,R,611.1,281.8,0.984,direct
1780885486.533,13,L,612.9,232.9,0.984,direct
1780885486.533,13,R,611.8,280.1,0.989,direct
1780885486.578,13,L,613.7,231.1,0.984,direct
1780885486.578,13,R,612.5,278.5,0.989,direct
1780885486.610,13,L,614.3,229.8,0.939,direct
1780885486.610,13,R,612.9,277.4,0.970,direct
1780885486.642,13,L,614.8,228.5,0.939,direct
1780885486.642,13,R,613.4,276.2,0.970,direct
1780885486.679,13,L,615.5,227.0,0.952,direct
1780885486.679,13,R,614.0,274.8,0.971,direct
1780885486.721,13,L,616.2,225.3,0.970,direct
1780885486.721,13,R,614.6,273.3,0.979,direct
1780885486.754,13,L,616.8,224.0,0.970,direct
1780885486.754,13,R,615.1,272.1,0.979,direct
1780885486.787,13,L,617.4,222.6,0.974,direct
1780885486.787,13,R,615.5,270.9,0.980,direct
1780885486.820,13,L,617.9,221.3,0.974,direct
1780885486.820,13,R,616.0,269.8,0.980,direct
1780885486.864,13,L,618.7,219.5,0.975,direct
1780885486.864,13,R,616.7,268.2,0.980,direct
1780885486.899,13,L,619.3,218.1,0.980,direct
1780885486.899,13,R,617.2,266.9,0.985,direct
1780885486.934,13,L,619.9,216.7,0.980,direct
1780885486.934,13,R,617.7,265.6,0.985,direct
1780885486.968,13,L,620.5,215.3,0.979,direct
1780885486.968,13,R,618.2,264.4,0.984,direct
1780885487.002,13,L,621.1,213.9,0.979,direct
1780885487.002,13,R,618.7,263.2,0.984,direct
1780885487.036,13,L,621.7,212.5,0.974,direct
1780885487.036,13,R,619.2,261.9,0.981,direct
1780885487.070,13,L,622.3,211.1,0.974,direct
1780885487.070,13,R,619.7,260.7,0.981,direct
1780885487.107,13,L,622.9,209.7,0.980,direct
1780885487.107,13,R,620.3,259.4,0.986,direct
1780885487.146,13,L,623.6,208.1,0.980,direct
1780885487.146,13,R,620.8,258.0,0.986,direct
1780885487.181,13,L,624.2,206.6,0.976,direct
1780885487.181,13,R,621.3,256.7,0.982,direct
1780885487.215,13,L,624.8,205.3,0.976,direct
1780885487.215,13,R,621.8,255.5,0.982,direct
1780885487.260,13,L,625.6,203.4,0.976,direct
1780885487.260,13,R,622.5,253.8,0.984,direct
1780885487.309,13,L,626.5,201.4,0.976,direct
1780885487.309,13,R,623.2,252.1,0.984,direct
1780885487.341,13,L,627.0,200.1,0.979,direct
1780885487.341,13,R,623.7,250.9,0.988,direct
1780885487.378,13,L,627.7,198.7,0.979,direct
1780885487.378,13,R,624.2,249.6,0.988,direct
1780885487.418,13,L,628.4,197.0,0.978,direct
1780885487.418,13,R,624.8,248.1,0.988,direct
1780885487.466,13,L,629.2,195.1,0.978,direct
1780885487.466,13,R,625.5,246.4,0.988,direct
1780885487.500,13,L,629.8,193.7,0.975,direct
1780885487.500,13,R,626.0,245.2,0.987,direct
1780885487.535,13,L,630.4,192.2,0.975,direct
1780885487.536,13,R,626.6,243.9,0.987,direct
1780885487.577,13,L,631.1,190.5,0.965,direct
1780885487.577,13,R,627.2,242.4,0.983,direct
1780885487.619,13,L,631.9,188.8,0.964,direct
1780885487.619,13,R,627.8,240.8,0.982,direct
1780885487.653,13,L,632.5,187.5,0.964,direct
1780885487.653,13,R,628.3,239.6,0.982,direct
1780885487.689,13,L,633.1,186.0,0.965,direct
1780885487.689,13,R,628.8,238.3,0.983,direct
1780885487.720,13,L,633.6,184.7,0.979,direct
1780885487.720,13,R,629.3,237.2,0.989,direct
1780885487.758,13,L,634.3,183.2,0.979,direct
1780885487.758,13,R,629.8,235.8,0.989,direct
1780885487.796,13,L,635.0,181.7,0.980,direct
1780885487.796,13,R,630.4,234.4,0.988,direct
1780885487.831,13,L,635.6,180.3,0.980,direct
1780885487.831,13,R,630.9,233.2,0.988,direct
1780885487.867,13,L,636.2,178.8,0.973,direct
1780885487.867,13,R,631.4,231.9,0.984,direct
1780885487.905,13,L,636.9,177.2,0.973,direct
1780885487.905,13,R,632.0,230.5,0.984,direct
1780885487.940,13,L,637.5,175.8,0.970,direct
1780885487.940,13,R,632.5,229.2,0.981,direct
1780885487.984,13,L,638.2,174.0,0.970,direct
1780885487.984,13,R,633.2,227.6,0.981,direct
1780885488.015,13,L,638.8,172.8,0.951,direct
1780885488.015,13,R,633.6,226.5,0.968,direct
1780885488.051,13,L,639.4,171.3,0.951,direct
1780885488.051,13,R,634.1,225.2,0.968,direct
1780885488.102,13,L,640.3,169.3,0.948,direct
1780885488.102,13,R,634.9,223.4,0.965,direct
1780885488.141,13,L,641.0,167.7,0.936,direct
1780885488.141,13,R,635.5,222.0,0.956,direct
1780885488.175,13,L,641.6,166.3,0.936,direct
1780885488.175,13,R,636.0,220.7,0.956,direct
