ts,track_id,side,x,y,conf,source
1780885625.888,27,R,548.3,594.1,0.100,predicted
1780885625.917,27,L,868.3,569.9,0.100,predicted
1780885625.917,27,R,548.3,594.1,0.100,predicted
1780885625.953,27,L,868.3,569.9,0.100,predicted
1780885625.953,27,R,548.3,594.1,0.100,predicted
1780885625.985,27,L,868.3,569.9,0.100,predicted
1780885625.985,27,R,548.3,594.1,0.100,predicted
1780885626.016,27,L,868.3,569.9,0.100,predicted
1780885626.016,27,R,548.3,594.1,0.100,predicted
1780885626.047,27,L,868.3,569.9,0.100,predicted
1780885626.047,27,R,548.3,594.1,0.100,predicted
1780885626.269,27,L,868.3,569.9,0.100,predicted
1780885626.269,27,R,548.3,594.1,0.100,predicted
1780885626.300,27,L,868.3,569.9,0.100,predicted
1780885626.300,27,R,548.3,594.1,0.100,predicted
1780885639.494,0,L,645.9,349.6,0.188,low_conf_fused
1780885639.494,0,R,799.3,405.8,0.206,low_conf_fused
1780885639.525,38,L,645.9,349.6,0.188,low_conf_fused
1780885639.525,38,R,799.3,405.8,0.206,low_conf_fused
1780885639.616,38,L,645.9,349.6,0.350,predicted
1780885639.617,38,R,799.3,405.8,0.350,predicted
1780885639.650,38,L,645.1,346.5,0.203,low_conf_fused
1780885639.650,38,R,793.2,401.8,0.210,low_conf_fused
1780885639.679,38,L,641.9,346.3,0.230,low_conf_fused
1780885639.679,38,R,784.2,400.4,0.243,low_conf_fused
1780885639.715,38,L,640.2,346.4,0.230,low_conf_fused
1780885639.715,38,R,778.0,399.7,0.243,low_conf_fused
1780885639.749,38,L,639.0,347.7,0.192,low_conf_fused
1780885639.749,38,R,770.7,399.7,0.186,low_conf_fused
1780885639.777,38,L,638.6,349.2,0.192,low_conf_fused
1780885639.777,38,R,766.3,399.9,0.186,low_conf_fused
1780885639.809,38,L,637.9,354.1,0.407,direct
1780885639.809,38,R,761.7,402.4,0.258,low_conf_fused
1780885639.838,38,L,637.4,358.2,0.407,direct
1780885639.838,38,R,758.6,404.7,0.258,low_conf_fused
1780885639.867,38,L,637.8,359.3,0.556,direct
1780885639.867,38,R,758.5,404.7,0.415,direct
1780885639.902,38,L,638.0,359.6,0.556,direct
1780885639.902,38,R,758.3,404.8,0.415,direct
1780885639.935,38,L,636.7,357.0,0.437,direct
1780885639.935,38,R,751.6,403.1,0.413,direct
1780885639.967,38,L,634.8,353.5,0.437,direct
1780885639.967,38,R,747.1,401.1,0.413,direct
1780885639.999,38,L,634.5,352.1,0.467,direct
1780885639.999,38,R,746.9,401.1,0.429,direct
1780885640.060,38,L,634.5,352.0,0.568,direct
1780885640.060,38,R,746.4,401.1,0.521,direct
1780885640.091,38,L,634.5,351.9,0.568,direct
1780885640.091,38,R,746.2,401.1,0.521,direct
1780885640.125,38,L,634.4,351.9,0.631,direct
1780885640.125,38,R,725.7,415.4,0.518,direct
1780885640.155,38,L,634.4,351.8,0.631,direct
1780885640.155,38,R,711.1,426.7,0.518,direct
1780885640.187,38,L,634.4,351.7,0.657,direct
1780885640.187,38,R,696.5,425.4,0.624,direct
1780885640.219,38,L,634.4,351.7,0.657,direct
1780885640.219,38,R,686.1,422.7,0.624,direct
1780885640.251,38,L,634.3,351.6,0.616,direct
1780885640.251,38,R,675.1,429.9,0.513,direct
1780885640.284,38,L,634.3,351.6,0.616,direct
1780885640.284,38,R,667.1,436.8,0.513,direct
1780885640.314,38,L,634.3,351.5,0.631,direct
1780885640.314,38,R,663.3,444.0,0.542,direct
1780885640.346,38,L,634.3,351.5,0.631,direct
1780885640.346,38,R,660.9,450.0,0.542,direct
1780885640.376,38,L,634.2,351.4,0.437,direct
1780885640.376,38,R,660.1,450.4,0.455,direct
1780885640.410,38,L,634.2,351.4,0.437,direct
1780885640.410,38,R,659.1,451.0,0.455,direct
1780885640.440,38,L,634.2,351.3,0.509,direct
1780885640.440,38,R,655.7,452.9,0.433,direct
1780885640.474,38,L,634.1,351.3,0.509,direct
1780885640.474,38,R,651.8,454.0,0.433,direct
1780885640.507,38,L,634.1,351.2,0.498,direct
1780885640.507,38,R,650.7,454.6,0.436,direct
1780885640.536,38,L,634.1,351.1,0.498,direct
1780885640.536,38,R,649.7,455.1,0.436,direct
1780885640.566,38,L,634.1,351.1,0.487,direct
1780885640.566,38,R,650.6,454.9,0.411,direct
1780885640.600,38,L,634.0,351.0,0.544,direct
1780885640.600,38,R,651.0,455.4,0.452,direct
1780885640.629,38,L,634.0,351.0,0.565,direct
1780885640.629,38,R,652.9,448.1,0.519,direct
1780885640.691,38,L,634.0,350.9,0.551,direct
1780885640.691,38,R,660.6,436.9,0.514,direct
1780885640.726,38,L,633.9,350.8,0.551,direct
1780885640.726,38,R,664.2,432.7,0.514,direct
1780885640.759,38,L,633.9,350.8,0.750,direct
1780885640.759,38,R,663.7,432.6,0.712,direct
1780885640.790,38,L,633.9,350.7,0.750,direct
1780885640.790,38,R,663.3,432.6,0.712,direct
1780885640.822,38,L,633.8,350.7,0.590,direct
1780885640.822,38,R,667.5,432.7,0.561,direct
1780885640.853,38,L,633.8,350.6,0.590,direct
1780885640.853,38,R,669.3,433.6,0.561,direct
1780885640.884,38,L,633.8,350.6,0.583,direct
1780885640.884,38,R,672.0,433.8,0.559,direct
1780885640.918,38,L,633.8,350.5,0.583,direct
1780885640.919,38,R,674.3,433.8,0.559,direct
1780885640.947,38,L,633.7,350.4,0.521,direct
1780885640.947,38,R,681.1,434.5,0.513,direct
1780885640.975,38,L,633.7,350.4,0.521,direct
1780885640.975,38,R,687.5,435.3,0.513,direct
1780885641.012,38,L,633.7,350.3,0.461,direct
1780885641.012,38,R,687.7,435.3,0.472,direct
1780885641.043,38,L,633.7,350.3,0.461,direct
1780885641.043,38,R,688.0,435.4,0.472,direct
1780885641.137,38,L,633.6,350.1,0.470,direct
1780885641.137,38,R,688.6,435.4,0.496,direct
1780885641.169,38,L,633.6,350.1,0.470,direct
1780885641.169,38,R,688.9,435.5,0.496,direct
1780885641.200,38,L,633.5,350.0,0.528,direct
1780885641.200,38,R,689.1,435.5,0.555,direct
1780885641.258,38,L,633.5,349.9,0.487,direct
1780885641.258,38,R,693.7,435.7,0.508,direct
1780885641.291,38,L,633.5,349.9,0.487,direct
1780885641.291,38,R,695.1,435.7,0.508,direct
1780885641.319,38,L,633.4,349.8,0.504,direct
1780885641.319,38,R,695.5,435.7,0.432,direct
1780885641.352,38,L,633.4,349.8,0.504,direct
1780885641.352,38,R,696.0,435.7,0.432,direct
1780885641.385,38,L,633.4,349.7,0.447,direct
1780885641.385,38,R,696.4,435.8,0.267,low_conf_fused
1780885641.416,38,L,633.3,349.6,0.447,direct
1780885641.416,38,R,696.8,435.8,0.267,low_conf_fused
1780885641.448,38,L,633.3,349.6,0.443,direct
1780885641.448,38,R,697.3,435.8,0.265,low_conf_fused
1780885641.480,38,L,633.3,349.5,0.443,direct
1780885641.480,38,R,697.7,435.9,0.265,low_conf_fused
1780885641.515,38,L,633.3,349.5,0.579,direct
1780885641.515,38,R,698.2,435.9,0.477,direct
1780885641.559,38,L,633.2,349.4,0.579,direct
1780885641.559,38,R,698.8,436.0,0.477,direct
1780885641.589,38,L,633.2,349.3,0.571,direct
1780885641.589,38,R,699.1,436.0,0.495,direct
1780885641.621,38,L,633.2,349.3,0.571,direct
1780885641.621,38,R,699.6,436.0,0.495,direct
1780885641.650,38,L,633.1,349.2,0.504,direct
1780885641.650,38,R,700.0,436.1,0.491,direct
1780885641.679,38,L,633.1,349.2,0.504,direct
1780885641.679,38,R,700.4,436.1,0.491,direct
1780885641.709,38,L,633.1,349.1,0.577,direct
1780885641.709,38,R,700.8,436.1,0.468,direct
1780885641.739,38,L,633.1,349.1,0.577,direct
1780885641.739,38,R,701.2,436.2,0.468,direct
1780885641.770,38,L,633.0,349.0,0.556,direct
1780885641.770,38,R,701.6,436.2,0.459,direct
1780885641.798,38,L,633.0,349.0,0.556,direct
1780885641.798,38,R,702.0,436.2,0.459,direct
1780885641.830,38,L,633.0,348.9,0.465,direct
1780885641.830,38,R,702.4,436.2,0.467,direct
1780885641.891,38,L,632.9,348.8,0.460,direct
1780885641.891,38,R,703.2,436.3,0.488,direct
1780885641.925,38,L,632.9,348.8,0.460,direct
1780885641.925,38,R,703.7,436.3,0.488,direct
1780885641.954,38,L,632.9,348.7,0.505,direct
1780885641.954,38,R,704.1,436.4,0.488,direct
1780885641.987,38,L,632.9,348.7,0.505,direct
1780885641.987,38,R,704.5,436.4,0.488,direct
1780885642.016,38,L,632.8,348.6,0.496,direct
1780885642.017,38,R,704.9,436.4,0.488,direct
1780885642.051,38,L,632.8,348.6,0.496,direct
1780885642.051,38,R,705.4,436.5,0.488,direct
1780885642.080,38,L,632.8,348.5,0.459,direct
1780885642.080,38,R,705.8,436.5,0.264,low_conf_fused
1780885642.113,38,L,632.8,348.5,0.459,direct
1780885642.113,38,R,706.2,436.5,0.264,low_conf_fused
1780885642.142,38,L,632.7,348.4,0.547,direct
1780885642.142,38,R,706.6,436.6,0.463,direct
1780885642.175,38,L,632.7,348.3,0.547,direct
1780885642.176,38,R,707.1,436.6,0.463,direct
1780885642.204,38,L,632.7,348.3,0.614,direct
1780885642.205,38,R,707.5,436.6,0.538,direct
1780885642.237,38,L,632.7,348.2,0.614,direct
1780885642.237,38,R,707.9,436.7,0.538,direct
1780885642.267,38,L,632.6,348.2,0.615,direct
1780885642.267,38,R,708.3,436.7,0.532,direct
1780885642.301,38,L,632.6,348.1,0.615,direct
1780885642.301,38,R,708.8,436.7,0.532,direct
1780885642.331,38,L,632.6,348.1,0.529,direct
1780885642.331,38,R,709.2,436.8,0.497,direct
1780885642.392,38,L,632.5,348.0,0.512,direct
1780885642.392,38,R,710.0,436.8,0.441,direct
1780885642.423,38,L,632.5,347.9,0.512,direct
1780885642.423,38,R,710.4,436.9,0.441,direct
1780885642.456,38,L,632.5,347.9,0.599,direct
1780885642.456,38,R,710.9,436.9,0.580,direct
1780885642.489,38,L,632.4,347.8,0.599,direct
1780885642.489,38,R,711.3,436.9,0.580,direct
1780885642.521,38,L,632.4,347.8,0.510,direct
1780885642.521,38,R,711.8,437.0,0.459,direct
1780885642.551,38,L,632.4,347.7,0.510,direct
1780885642.551,38,R,712.2,437.0,0.459,direct
1780885642.583,38,L,632.4,347.6,0.539,direct
1780885642.583,38,R,712.6,437.0,0.513,direct
1780885642.616,38,L,632.3,347.6,0.539,direct
1780885642.616,38,R,713.0,437.1,0.513,direct
1780885642.647,38,L,632.3,347.5,0.625,direct
1780885642.647,38,R,713.5,437.1,0.563,direct
1780885642.681,38,L,632.3,347.5,0.625,direct
1780885642.681,38,R,713.9,437.1,0.563,direct
1780885642.712,38,L,632.3,347.4,0.620,direct
1780885642.712,38,R,714.3,437.2,0.535,direct
1780885642.743,38,L,632.2,347.4,0.620,direct
1780885642.743,38,R,714.7,437.2,0.535,direct
1780885642.775,38,L,632.2,347.3,0.494,direct
1780885642.776,38,R,712.5,430.7,0.479,direct
1780885642.805,38,L,632.2,347.3,0.494,direct
1780885642.805,38,R,723.9,427.3,0.479,direct
1780885642.834,38,L,632.2,347.2,0.639,direct
1780885642.834,38,R,724.3,427.2,0.567,direct
1780885642.868,38,L,632.1,347.2,0.639,direct
1780885642.868,38,R,724.8,427.1,0.567,direct
1780885642.900,38,L,632.1,347.1,0.523,direct
1780885642.900,38,R,725.3,427.0,0.456,direct
1780885642.930,38,L,632.1,347.1,0.523,direct
1780885642.930,38,R,725.7,426.9,0.456,direct
1780885642.960,38,L,632.0,347.0,0.575,direct
1780885642.960,38,R,732.7,425.5,0.533,direct
1780885643.021,38,L,632.0,346.9,0.642,direct
1780885643.022,38,R,733.7,425.3,0.533,direct
1780885643.058,38,L,632.0,346.8,0.642,direct
1780885643.058,38,R,734.3,425.1,0.533,direct
1780885643.089,38,L,631.9,346.8,0.562,direct
1780885643.089,38,R,739.6,423.4,0.539,direct
1780885643.121,38,L,631.9,346.7,0.562,direct
1780885643.121,38,R,744.0,421.9,0.539,direct
1780885643.153,38,L,631.9,346.7,0.516,direct
1780885643.153,38,R,744.8,421.6,0.423,direct
1780885643.181,38,L,631.9,346.6,0.516,direct
1780885643.181,38,R,745.5,421.4,0.423,direct
1780885643.214,38,L,631.8,346.6,0.493,direct
1780885643.214,38,R,748.2,419.5,0.486,direct
1780885643.246,38,L,631.8,346.5,0.493,direct
1780885643.246,38,R,750.3,418.1,0.486,direct
1780885643.278,38,L,631.8,346.5,0.430,direct
1780885643.278,38,R,749.6,416.7,0.425,direct
1780885643.308,38,L,631.8,346.4,0.430,direct
1780885643.308,38,R,748.3,415.6,0.425,direct
1780885643.342,38,L,631.7,346.4,0.518,direct
1780885643.342,38,R,749.0,415.1,0.494,direct
1780885643.370,38,L,631.7,346.3,0.518,direct
1780885643.370,38,R,749.6,414.7,0.494,direct
1780885643.406,38,L,631.7,346.2,0.650,direct
1780885643.406,38,R,750.3,414.3,0.574,direct
1780885643.437,38,L,631.6,346.2,0.650,direct
1780885643.437,38,R,750.9,413.9,0.574,direct
1780885643.468,38,L,631.6,346.1,0.424,direct
1780885643.468,38,R,751.6,413.5,0.420,direct
1780885643.502,38,L,631.6,346.1,0.424,direct
1780885643.502,38,R,752.3,413.0,0.420,direct
1780885643.532,38,L,631.6,346.0,0.529,direct
1780885643.532,38,R,752.9,412.6,0.499,direct
1780885643.564,38,L,631.5,346.0,0.529,direct
1780885643.564,38,R,753.6,412.2,0.499,direct
1780885643.628,38,L,631.5,345.9,0.477,direct
1780885643.628,38,R,754.9,411.4,0.454,direct
1780885643.659,38,L,631.5,345.8,0.454,direct
1780885643.659,38,R,755.5,411.0,0.439,direct
1780885643.692,38,L,631.4,345.8,0.454,direct
1780885643.692,38,R,756.2,410.5,0.439,direct
1780885643.725,38,L,631.4,345.7,0.447,direct
1780885643.725,38,R,749.7,414.9,0.427,direct
1780885643.754,38,L,631.4,345.6,0.447,direct
1780885643.754,38,R,750.8,414.9,0.427,direct
1780885643.787,38,L,631.3,345.6,0.483,direct
1780885643.787,38,R,751.1,414.5,0.463,direct
1780885643.818,38,L,631.3,345.5,0.483,direct
1780885643.818,38,R,751.2,414.2,0.463,direct
1780885643.851,38,L,631.3,345.5,0.602,direct
1780885643.851,38,R,751.5,413.9,0.517,direct
1780885643.881,38,L,631.3,345.4,0.602,direct
1780885643.881,38,R,751.8,413.7,0.517,direct
1780885643.915,38,L,631.2,345.4,0.494,direct
1780885643.915,38,R,751.8,414.0,0.464,direct
1780885643.946,38,L,631.2,345.3,0.494,direct
1780885643.946,38,R,752.1,414.4,0.464,direct
1780885643.977,38,L,631.2,345.3,0.651,direct
1780885643.977,38,R,752.3,414.3,0.582,direct
1780885644.011,38,L,631.2,345.2,0.651,direct
1780885644.011,38,R,752.6,414.3,0.582,direct
1780885644.040,38,L,631.1,345.2,0.565,direct
1780885644.040,38,R,759.4,417.2,0.523,direct
1780885644.070,38,L,631.1,345.1,0.565,direct
1780885644.070,38,R,766.7,419.4,0.523,direct
1780885644.103,38,L,631.1,345.1,0.463,direct
1780885644.103,38,R,767.7,419.2,0.447,direct
1780885644.132,38,L,631.1,345.0,0.463,direct
1780885644.132,38,R,768.0,418.8,0.447,direct
1780885644.167,38,L,631.0,344.9,0.498,direct
1780885644.167,38,R,767.8,418.8,0.471,direct
1780885644.198,38,L,631.0,344.9,0.498,direct
1780885644.198,38,R,766.3,419.1,0.471,direct
1780885644.257,38,L,631.0,344.8,0.490,direct
1780885644.258,38,R,762.4,420.2,0.480,direct
1780885644.292,38,L,630.9,344.7,0.555,direct
1780885644.292,38,R,760.5,421.7,0.507,direct
1780885644.323,38,L,630.9,344.7,0.555,direct
1780885644.323,38,R,759.4,422.9,0.507,direct
1780885644.352,38,L,630.9,344.6,0.550,direct
1780885644.352,38,R,759.5,423.0,0.475,direct
1780885644.384,38,L,630.8,344.6,0.550,direct
1780885644.384,38,R,759.7,423.0,0.475,direct
1780885644.416,38,L,630.8,344.5,0.512,direct
1780885644.416,38,R,757.6,423.1,0.474,direct
1780885644.445,38,L,630.8,344.5,0.512,direct
1780885644.445,38,R,756.9,422.9,0.474,direct
1780885644.480,38,L,630.8,344.4,0.574,direct
1780885644.480,38,R,757.0,422.9,0.482,direct
1780885644.509,38,L,630.7,344.4,0.574,direct
1780885644.509,38,R,757.0,423.0,0.482,direct
1780885644.541,38,L,630.7,344.3,0.573,direct
1780885644.541,38,R,757.1,423.0,0.482,direct
1780885644.572,38,L,630.7,344.2,0.573,direct
1780885644.572,38,R,757.1,423.0,0.482,direct
1780885644.604,38,L,630.7,344.2,0.592,direct
1780885644.604,38,R,760.9,425.9,0.541,direct
1780885644.633,38,L,630.6,344.1,0.592,direct
1780885644.633,38,R,764.9,428.7,0.541,direct
1780885644.667,38,L,630.6,344.1,0.449,direct
1780885644.667,38,R,765.1,428.9,0.430,direct
1780885644.697,38,L,630.6,344.0,0.449,direct
1780885644.697,38,R,765.4,429.1,0.430,direct
1780885644.920,38,L,630.4,343.7,0.608,direct
1780885644.920,38,R,767.1,430.4,0.546,direct
1780885644.950,38,L,630.4,343.6,0.608,direct
1780885644.950,38,R,767.3,430.5,0.546,direct
1780885644.983,38,L,630.3,343.5,0.414,direct
1780885644.983,38,R,767.6,430.7,0.423,direct
1780885645.013,38,L,630.3,343.5,0.414,direct
1780885645.013,38,R,767.8,430.9,0.423,direct
1780885645.046,38,L,630.3,343.4,0.472,direct
1780885645.046,38,R,768.1,431.1,0.442,direct
1780885645.078,38,L,630.3,343.4,0.472,direct
1780885645.078,38,R,768.3,431.3,0.442,direct
1780885645.110,38,L,630.2,343.3,0.611,direct
1780885645.110,38,R,768.6,431.5,0.518,direct
1780885645.144,38,L,630.2,343.3,0.611,direct
1780885645.144,38,R,768.9,431.7,0.518,direct
1780885645.174,38,L,630.2,343.2,0.456,direct
1780885645.174,38,R,769.1,431.8,0.468,direct
1780885645.205,38,L,630.2,343.2,0.456,direct
1780885645.205,38,R,769.3,432.0,0.468,direct
1780885645.237,38,L,630.1,343.1,0.416,direct
1780885645.237,38,R,769.6,432.2,0.476,direct
1780885645.269,38,L,630.1,343.1,0.416,direct
1780885645.269,38,R,769.8,432.4,0.476,direct
1780885645.304,38,L,630.1,343.0,0.435,direct
1780885645.304,38,R,770.1,432.6,0.492,direct
1780885645.337,38,L,630.0,342.9,0.435,direct
1780885645.337,38,R,770.4,432.8,0.492,direct
1780885645.393,38,L,630.0,342.8,0.466,direct
1780885645.393,38,R,770.8,433.1,0.485,direct
1780885645.427,38,L,630.0,342.8,0.510,direct
1780885645.427,38,R,771.1,433.3,0.411,direct
1780885645.461,38,L,629.9,342.7,0.510,direct
1780885645.462,38,R,771.3,433.5,0.411,direct
1780885645.493,38,L,629.9,342.7,0.423,direct
1780885645.493,38,R,769.6,428.5,0.413,direct
1780885645.527,38,L,629.9,342.6,0.423,direct
1780885645.527,38,R,771.3,427.7,0.413,direct
1780885645.559,38,L,629.9,342.6,0.475,direct
1780885645.559,38,R,771.7,425.4,0.475,direct
1780885645.590,38,L,629.8,342.5,0.475,direct
1780885645.590,38,R,771.5,423.0,0.475,direct
1780885645.623,38,L,629.8,342.5,0.431,direct
1780885645.623,38,R,759.4,415.6,0.463,direct
1780885645.655,38,L,629.8,342.4,0.431,direct
1780885645.655,38,R,749.1,410.4,0.463,direct
1780885645.687,38,L,629.7,342.3,0.522,direct
1780885645.687,38,R,722.0,415.5,0.471,direct
1780885645.719,38,L,629.7,342.3,0.522,direct
1780885645.719,38,R,700.4,421.0,0.471,direct
1780885645.751,38,L,629.7,342.2,0.539,direct
1780885645.752,38,R,692.5,431.0,0.430,direct
1780885645.782,38,L,629.7,342.2,0.539,direct
1780885645.782,38,R,688.2,439.2,0.430,direct
1780885645.814,38,L,629.6,342.1,0.425,direct
1780885645.814,38,R,687.9,439.2,0.406,direct
1780885645.848,38,L,629.6,342.1,0.425,direct
1780885645.849,38,R,687.6,439.2,0.406,direct
1780885645.881,38,L,629.6,342.0,0.414,direct
1780885645.881,38,R,687.4,439.3,0.273,low_conf_fused
1780885645.910,38,L,629.6,342.0,0.414,direct
1780885645.910,38,R,687.1,439.3,0.273,low_conf_fused
1780885645.960,38,L,629.5,341.9,0.477,direct
1780885645.960,38,R,686.7,439.4,0.455,direct
1780885646.053,38,L,643.1,352.7,0.231,low_conf_fused
1780885646.053,38,R,685.9,439.5,0.231,low_conf_fused
1780885646.087,38,L,645.5,353.3,0.231,low_conf_fused
1780885646.087,38,R,685.7,439.6,0.231,low_conf_fused
1780885646.119,38,L,649.5,352.9,0.209,low_conf_fused
1780885646.119,38,R,685.4,439.6,0.204,low_conf_fused
1780885646.149,38,L,652.9,352.4,0.209,low_conf_fused
1780885646.149,38,R,685.2,439.6,0.204,low_conf_fused
1780885646.179,38,L,652.2,349.0,0.214,low_conf_fused
1780885646.179,38,R,684.9,439.7,0.221,low_conf_fused
1780885646.212,38,L,650.7,345.7,0.214,low_conf_fused
1780885646.212,38,R,684.6,439.7,0.221,low_conf_fused
1780885646.242,38,L,650.8,345.7,0.407,direct
1780885646.242,38,R,684.4,439.8,0.261,low_conf_fused
1780885646.275,38,L,651.0,345.6,0.407,direct
1780885646.275,38,R,684.1,439.8,0.261,low_conf_fused
1780885646.304,38,L,651.1,345.5,0.469,direct
1780885646.304,38,R,683.9,439.8,0.430,direct
1780885646.337,38,L,651.3,345.4,0.469,direct
1780885646.337,38,R,683.6,439.9,0.430,direct
1780885646.369,38,L,651.4,345.3,0.236,low_conf_fused
1780885646.369,38,R,683.3,439.9,0.223,low_conf_fused
1780885646.401,38,L,651.6,345.2,0.236,low_conf_fused
1780885646.401,38,R,683.1,440.0,0.223,low_conf_fused
1780885646.433,38,L,651.7,345.1,0.226,low_conf_fused
1780885646.433,38,R,682.8,440.0,0.221,low_conf_fused
1780885646.464,38,L,651.9,345.1,0.226,low_conf_fused
1780885646.464,38,R,682.6,440.0,0.221,low_conf_fused
1780885646.496,38,L,652.0,345.0,0.412,direct
1780885646.496,38,R,682.3,440.1,0.267,low_conf_fused
1780885646.558,38,L,645.8,349.3,0.221,low_conf_fused
1780885646.558,38,R,681.8,440.2,0.223,low_conf_fused
1780885646.590,38,L,644.4,350.9,0.221,low_conf_fused
1780885646.590,38,R,681.5,440.2,0.223,low_conf_fused
1780885646.621,38,L,642.9,352.8,0.190,low_conf_fused
1780885646.621,38,R,681.3,440.2,0.350,predicted
1780885646.653,38,L,641.5,354.5,0.190,low_conf_fused
1780885646.653,38,R,681.2,440.3,0.300,predicted
1780885646.685,38,L,642.8,354.7,0.197,low_conf_fused
1780885646.686,38,R,681.0,440.3,0.208,low_conf_fused
1780885646.715,38,L,644.6,354.4,0.197,low_conf_fused
1780885646.715,38,R,680.8,440.3,0.208,low_conf_fused
1780885646.747,38,L,646.9,354.2,0.179,low_conf_fused
1780885646.747,38,R,680.7,440.3,0.185,low_conf_fused
1780885646.780,38,L,649.0,354.2,0.179,low_conf_fused
1780885646.780,38,R,680.5,440.4,0.185,low_conf_fused
1780885646.875,38,L,649.6,354.7,0.350,predicted
1780885646.876,38,R,680.1,440.4,0.350,predicted
1780885646.922,38,L,649.9,354.9,0.300,predicted
1780885646.922,38,R,679.9,440.5,0.300,predicted
1780885646.967,38,L,647.5,359.0,0.223,low_conf_fused
1780885646.967,38,R,679.8,440.5,0.250,predicted
1780885646.999,38,L,645.8,361.8,0.223,low_conf_fused
1780885646.999,38,R,679.8,440.5,0.200,predicted
1780885647.026,38,L,645.7,362.1,0.350,predicted
1780885647.026,38,R,679.7,440.5,0.150,predicted
1780885647.056,38,L,645.7,362.4,0.300,predicted
1780885647.056,38,R,679.7,440.5,0.100,predicted
1780885647.157,38,L,645.6,363.1,0.250,predicted
1780885647.157,38,R,679.6,440.5,0.100,predicted
1780885647.253,38,L,641.0,361.6,0.210,low_conf_fused
1780885647.253,38,R,679.5,440.5,0.100,predicted
1780885647.283,38,L,640.2,361.3,0.210,low_conf_fused
1780885647.283,38,R,679.4,440.5,0.100,predicted
1780885647.315,38,L,638.5,358.4,0.245,low_conf_fused
1780885647.315,38,R,682.3,440.8,0.210,low_conf_fused
1780885647.344,38,L,637.2,355.6,0.245,low_conf_fused
1780885647.345,38,R,678.7,440.6,0.210,low_conf_fused
1780885647.376,38,L,637.4,354.4,0.199,low_conf_fused
1780885647.376,38,R,678.7,440.6,0.350,predicted
1780885647.407,38,L,637.7,353.9,0.199,low_conf_fused
1780885647.407,38,R,678.7,440.6,0.300,predicted
1780885647.439,38,L,637.5,353.8,0.350,predicted
1780885647.439,38,R,678.6,440.6,0.250,predicted
1780885647.467,38,L,637.3,353.8,0.300,predicted
1780885647.467,38,R,678.6,440.6,0.200,predicted
1780885647.564,38,L,636.9,353.6,0.250,predicted
1780885647.564,38,R,678.6,440.6,0.150,predicted
1780885647.593,38,L,636.8,353.5,0.200,predicted
1780885647.593,38,R,678.5,440.6,0.100,predicted
1780885647.656,38,L,636.6,353.4,0.150,predicted
1780885647.656,38,R,678.5,440.6,0.100,predicted
1780885647.689,38,L,636.6,353.4,0.100,predicted
1780885647.689,38,R,678.5,440.6,0.100,predicted
1780885647.722,38,L,636.5,353.4,0.100,predicted
1780885647.722,38,R,678.5,440.6,0.100,predicted
1780885648.066,38,L,636.2,353.3,0.100,predicted
1780885648.066,38,R,678.5,440.6,0.100,predicted
1780885648.100,38,L,636.2,353.2,0.100,predicted
1780885648.100,38,R,678.5,440.6,0.100,predicted
1780885648.129,38,L,636.2,353.2,0.100,predicted
1780885648.129,38,R,678.4,440.6,0.100,predicted
1780885648.162,38,L,636.2,353.2,0.100,predicted
1780885648.162,38,R,678.4,440.6,0.100,predicted
1780885648.257,38,L,636.1,353.2,0.100,predicted
1780885648.257,38,R,678.4,440.6,0.100,predicted
1780885648.289,38,L,636.1,353.2,0.100,predicted
1780885648.289,38,R,678.4,440.6,0.100,predicted
1780885648.322,38,L,636.1,353.2,0.100,predicted
1780885648.322,38,R,678.4,440.6,0.100,predicted
1780885648.351,38,L,636.1,353.2,0.100,predicted
1780885648.351,38,R,678.4,440.6,0.100,predicted
1780885648.383,38,L,636.1,353.2,0.100,predicted
1780885648.383,38,R,678.4,440.6,0.100,predicted
1780885648.414,38,L,636.1,353.2,0.100,predicted
1780885648.414,38,R,678.4,440.6,0.100,predicted
1780885648.444,38,L,636.1,353.2,0.100,predicted
1780885648.444,38,R,678.4,440.6,0.100,predicted
1780885648.476,38,L,636.0,353.2,0.100,predicted
1780885648.476,38,R,678.4,440.6,0.100,predicted
1780885648.509,38,L,636.0,353.2,0.100,predicted
1780885648.509,38,R,678.4,440.6,0.100,predicted
1780885648.538,38,L,636.0,353.2,0.100,predicted
1780885648.538,38,R,678.4,440.6,0.100,predicted
1780885648.572,38,L,636.0,353.2,0.100,predicted
1780885648.572,38,R,678.4,440.6,0.100,predicted
1780885648.603,38,L,636.0,353.2,0.100,predicted
1780885648.603,38,R,678.4,440.6,0.100,predicted
1780885648.633,38,L,636.0,353.2,0.100,predicted
1780885648.633,38,R,678.4,440.6,0.100,predicted
1780885648.665,38,L,636.0,353.2,0.100,predicted
1780885648.665,38,R,678.4,440.6,0.100,predicted
1780885648.697,38,L,636.0,353.2,0.100,predicted
1780885648.697,38,R,678.4,440.6,0.100,predicted
1780885648.727,38,L,636.0,353.2,0.100,predicted
1780885648.727,38,R,678.4,440.6,0.100,predicted
1780885648.761,38,L,636.0,353.2,0.100,predicted
1780885648.761,38,R,678.4,440.6,0.100,predicted
1780885648.823,38,L,636.0,353.2,0.100,predicted
1780885648.823,38,R,678.4,440.6,0.100,predicted
1780885648.854,38,L,636.0,353.2,0.100,predicted
1780885648.855,38,R,678.4,440.6,0.100,predicted
1780885648.887,38,L,636.0,353.2,0.100,predicted
