ts,pid,side,x,y,conf,source
1780661786.375,0,L,500.5,392.6,0.918,direct
1780661786.375,0,R,557.0,425.8,0.951,direct
1780661786.411,0,L,500.3,392.6,0.918,direct
1780661786.411,0,R,556.9,425.6,0.951,direct
1780661786.449,0,L,509.1,393.4,0.938,direct
1780661786.449,0,R,553.7,425.5,0.974,direct
1780661786.484,0,L,509.3,393.4,0.938,direct
1780661786.484,0,R,553.5,425.5,0.974,direct
1780661786.522,0,L,524.7,399.5,0.944,direct
1780661786.522,0,R,555.7,422.3,0.964,direct
1780661786.561,0,L,541.4,405.0,0.778,direct
1780661786.561,0,R,556.1,424.1,0.873,direct
1780661786.606,0,L,541.5,405.1,0.778,direct
1780661786.606,0,R,556.2,424.3,0.873,direct
1780661786.642,0,L,533.8,404.1,0.797,direct
1780661786.642,0,R,555.5,424.0,0.886,direct
1780661786.679,0,L,533.6,404.0,0.797,direct
1780661786.679,0,R,555.3,423.9,0.886,direct
1780661786.720,0,L,509.2,402.6,0.816,direct
1780661786.720,0,R,549.1,418.5,0.901,direct
1780661786.763,0,L,509.0,402.6,0.816,direct
1780661786.763,0,R,549.0,418.4,0.901,direct
1780661786.796,0,L,487.2,404.8,0.862,direct
1780661786.796,0,R,540.7,431.3,0.910,direct
1780661786.831,0,L,487.0,404.8,0.862,direct
1780661786.831,0,R,540.7,431.4,0.910,direct
1780661786.868,0,L,498.5,405.9,0.867,direct
1780661786.868,0,R,534.9,435.8,0.920,direct
1780661786.908,0,L,498.6,406.0,0.867,direct
1780661786.908,0,R,534.8,435.9,0.920,direct
1780661786.955,0,L,525.7,423.7,0.922,direct
1780661786.955,0,R,519.5,452.3,0.951,direct
1780661786.989,0,L,525.6,408.1,0.960,direct
1780661786.990,0,R,505.5,468.4,0.978,direct
1780661787.026,0,L,525.6,408.0,0.960,direct
1780661787.026,0,R,505.4,468.5,0.978,direct
1780661787.063,0,L,526.8,399.8,0.982,direct
1780661787.063,0,R,496.2,469.4,0.990,direct
1780661787.097,0,L,522.4,385.3,0.986,direct
1780661787.097,0,R,475.7,480.0,0.993,direct
1780661787.147,0,L,522.3,385.2,0.986,direct
1780661787.147,0,R,475.6,480.1,0.993,direct
1780661787.179,0,L,524.2,387.2,0.987,direct
1780661787.179,0,R,470.8,478.1,0.993,direct
1780661787.224,0,L,524.2,387.2,0.987,direct
1780661787.224,0,R,470.7,478.1,0.993,direct
1780661787.268,0,L,517.6,388.0,0.993,direct
1780661787.268,0,R,465.3,478.9,0.995,direct
1780661787.302,0,L,517.5,388.1,0.993,direct
1780661787.302,0,R,465.3,478.9,0.995,direct
1780661787.335,0,L,517.8,395.4,0.990,direct
1780661787.335,0,R,467.8,477.0,0.992,direct
1780661787.369,0,L,517.8,395.6,0.990,direct
1780661787.370,0,R,467.9,476.9,0.992,direct
1780661787.403,0,L,519.4,398.7,0.991,direct
1780661787.403,0,R,466.1,473.3,0.991,direct
1780661787.440,0,L,519.4,398.9,0.991,direct
1780661787.440,0,R,466.0,473.1,0.991,direct
1780661787.486,0,L,520.2,397.2,0.993,direct
1780661787.486,0,R,465.7,475.5,0.993,direct
1780661787.522,0,L,520.4,396.8,0.993,direct
1780661787.522,0,R,465.7,475.7,0.993,direct
1780661787.558,0,L,520.4,400.9,0.990,direct
1780661787.558,0,R,468.0,479.7,0.991,direct
1780661787.594,0,L,520.4,401.1,0.990,direct
1780661787.594,0,R,468.1,479.9,0.991,direct
1780661787.645,0,L,520.0,403.5,0.988,direct
1780661787.645,0,R,471.9,479.9,0.995,direct
1780661787.691,0,L,527.0,406.7,0.985,direct
1780661787.691,0,R,472.5,483.9,0.993,direct
1780661787.729,0,L,536.0,406.5,0.986,direct
1780661787.729,0,R,461.2,484.0,0.991,direct
1780661787.767,0,L,536.1,406.4,0.986,direct
1780661787.767,0,R,461.1,484.0,0.991,direct
1780661787.817,0,L,542.6,412.9,0.984,direct
1780661787.817,0,R,460.9,485.4,0.989,direct
1780661787.863,0,L,542.7,413.0,0.984,direct
1780661787.863,0,R,460.8,485.7,0.989,direct
1780661787.896,0,L,553.0,422.8,0.982,direct
1780661787.896,0,R,470.9,493.4,0.984,direct
1780661787.930,0,L,553.1,422.9,0.982,direct
1780661787.930,0,R,471.1,493.5,0.984,direct
1780661787.974,0,L,577.0,439.8,0.991,direct
1780661787.974,0,R,463.3,491.0,0.991,direct
1780661788.008,0,L,577.2,440.0,0.991,direct
1780661788.009,0,R,463.2,491.0,0.991,direct
1780661788.044,0,L,600.1,442.4,0.984,direct
1780661788.044,0,R,466.1,490.0,0.984,direct
1780661788.080,0,L,600.3,442.4,0.984,direct
1780661788.080,0,R,466.2,490.0,0.984,direct
1780661788.131,0,L,608.0,447.2,0.989,direct
1780661788.131,0,R,464.6,489.8,0.988,direct
1780661788.165,0,L,608.0,447.2,0.989,direct
1780661788.165,0,R,464.3,489.8,0.988,direct
1780661788.197,0,L,624.4,461.2,0.990,direct
1780661788.198,0,R,468.4,497.1,0.989,direct
1780661788.234,0,L,618.4,455.7,0.988,direct
1780661788.234,0,R,471.7,498.9,0.989,direct
1780661788.269,0,L,618.4,455.7,0.988,direct
1780661788.269,0,R,471.8,499.0,0.989,direct
1780661788.306,0,L,617.6,463.1,0.989,direct
1780661788.306,0,R,481.3,497.2,0.989,direct
1780661788.340,0,L,617.6,463.2,0.989,direct
1780661788.340,0,R,481.5,497.1,0.989,direct
1780661788.375,0,L,615.8,449.4,0.971,direct
1780661788.375,0,R,472.7,475.4,0.973,direct
1780661788.411,0,L,615.8,449.3,0.971,direct
1780661788.411,0,R,472.6,475.2,0.973,direct
1780661788.451,0,L,615.5,454.9,0.976,direct
1780661788.451,0,R,488.5,472.0,0.973,direct
1780661788.487,0,L,613.1,448.2,0.977,direct
1780661788.487,0,R,496.2,471.7,0.970,direct
1780661788.521,0,L,613.1,448.1,0.977,direct
1780661788.521,0,R,496.3,471.7,0.970,direct
1780661788.558,0,L,620.9,468.5,0.992,direct
1780661788.558,0,R,512.1,474.7,0.990,direct
1780661788.594,0,L,620.9,468.7,0.992,direct
1780661788.594,0,R,512.2,474.7,0.990,direct
1780661788.630,0,L,609.2,449.2,0.984,direct
1780661788.630,0,R,545.5,504.7,0.983,direct
1780661788.675,0,L,618.3,451.5,0.929,direct
1780661788.675,0,R,591.9,524.9,0.929,direct
1780661788.709,0,L,618.4,451.5,0.929,direct
1780661788.709,0,R,592.1,525.0,0.929,direct
1780661788.745,0,L,628.2,459.9,0.890,direct
1780661788.745,0,R,619.6,534.8,0.890,direct
1780661788.781,0,L,628.3,460.0,0.890,direct
1780661788.782,0,R,619.9,534.9,0.890,direct
1780661788.817,0,L,627.3,420.2,0.854,direct
1780661788.817,0,R,656.7,493.9,0.856,direct
1780661788.851,0,L,627.3,419.8,0.854,direct
1780661788.851,0,R,657.1,493.5,0.856,direct
1780661788.883,0,L,682.3,484.2,0.714,direct
1780661788.883,0,R,716.8,526.0,0.689,direct
1780661788.918,0,L,682.8,484.8,0.714,direct
1780661788.918,0,R,717.3,526.3,0.689,direct
1780661788.954,0,L,761.4,516.0,0.855,direct
1780661788.954,0,R,686.7,510.2,0.826,direct
1780661789.006,0,L,762.1,516.3,0.855,direct
1780661789.006,0,R,686.4,510.1,0.826,direct
1780661789.050,0,L,678.7,456.0,0.781,direct
1780661789.050,0,R,754.4,505.4,0.761,direct
1780661789.082,0,L,677.9,455.4,0.781,direct
1780661789.082,0,R,755.0,505.4,0.761,direct
1780661789.120,0,L,707.3,460.1,0.742,direct
1780661789.120,0,R,740.9,507.1,0.709,direct
1780661789.163,0,L,707.6,460.2,0.742,direct
1780661789.163,0,R,740.7,507.1,0.709,direct
1780661789.206,0,L,759.6,485.3,0.735,direct
1780661789.206,0,R,694.8,513.0,0.708,direct
1780661789.242,0,L,654.5,472.6,0.534,direct
1780661789.242,0,R,655.7,493.2,0.485,direct
1780661789.242,1,L,594.6,396.6,0.150,predicted
1780661789.242,1,R,578.0,460.3,0.150,predicted
1780661789.288,0,L,653.9,472.6,0.534,direct
1780661789.288,0,R,655.5,493.1,0.485,direct
1780661789.289,1,L,594.6,396.6,0.100,predicted
1780661789.289,1,R,578.0,460.3,0.100,predicted
1780661789.330,0,L,637.1,471.6,0.829,direct
1780661789.330,0,R,621.9,534.0,0.837,direct
1780661789.364,0,L,632.3,460.3,0.892,direct
1780661789.364,0,R,603.6,535.0,0.888,direct
1780661789.398,0,L,632.3,460.2,0.892,direct
1780661789.398,0,R,603.5,535.0,0.888,direct
1780661789.444,0,L,627.1,462.8,0.922,direct
1780661789.445,0,R,556.4,538.5,0.929,direct
1780661789.479,0,L,627.0,462.8,0.922,direct
1780661789.480,0,R,556.0,538.5,0.929,direct
1780661789.516,0,L,622.4,465.3,0.965,direct
1780661789.516,0,R,494.9,550.6,0.965,direct
1780661789.563,0,L,622.3,465.3,0.965,direct
1780661789.563,0,R,494.3,550.8,0.965,direct
1780661789.601,0,L,628.3,463.5,0.975,direct
1780661789.602,0,R,484.1,544.0,0.979,direct
1780661789.637,0,L,633.9,463.5,0.929,direct
1780661789.637,0,R,480.3,531.6,0.934,direct
1780661789.672,0,L,634.0,463.5,0.929,direct
1780661789.672,0,R,480.3,531.5,0.934,direct
1780661789.724,0,L,626.4,464.3,0.978,direct
1780661789.724,0,R,465.0,508.3,0.979,direct
1780661789.759,0,L,626.2,464.3,0.978,direct
1780661789.759,0,R,464.9,508.0,0.979,direct
1780661789.804,0,L,617.5,454.5,0.986,direct
1780661789.804,0,R,469.2,485.1,0.985,direct
1780661789.844,0,L,617.5,454.4,0.986,direct
1780661789.844,0,R,469.2,484.9,0.985,direct
1780661789.877,0,L,617.8,460.6,0.981,direct
1780661789.877,0,R,474.2,490.8,0.979,direct
1780661789.914,0,L,619.8,452.7,0.987,direct
1780661789.914,0,R,474.9,499.0,0.985,direct
1780661789.954,0,L,619.8,452.6,0.987,direct
1780661789.954,0,R,474.9,499.1,0.985,direct
1780661789.991,0,L,618.1,458.9,0.980,direct
1780661789.991,0,R,479.3,504.1,0.978,direct
1780661790.033,0,L,618.0,459.1,0.980,direct
1780661790.033,0,R,479.4,504.2,0.978,direct
1780661790.069,0,L,621.0,460.4,0.984,direct
1780661790.069,0,R,483.5,506.8,0.983,direct
1780661790.114,0,L,624.5,468.8,0.984,direct
1780661790.114,0,R,481.1,503.3,0.980,direct
1780661790.158,0,L,624.6,469.0,0.984,direct
1780661790.158,0,R,481.0,503.2,0.980,direct
1780661790.193,0,L,610.6,451.5,0.985,direct
1780661790.193,0,R,486.8,497.3,0.981,direct
1780661790.231,0,L,610.5,451.3,0.985,direct
1780661790.231,0,R,486.9,497.2,0.981,direct
1780661790.268,0,L,597.3,425.8,0.987,direct
1780661790.268,0,R,487.2,492.5,0.983,direct
1780661790.316,0,L,597.2,425.5,0.987,direct
1780661790.316,0,R,487.2,492.3,0.983,direct
1780661790.361,0,L,494.6,472.6,0.771,direct
1780661790.361,0,R,481.2,477.8,0.745,direct
1780661790.397,0,L,493.7,473.1,0.771,direct
1780661790.397,0,R,481.1,477.7,0.745,direct
1780661790.440,0,L,484.6,487.4,0.734,direct
1780661790.440,0,R,471.1,483.7,0.701,direct
1780661790.474,0,L,478.5,476.0,0.917,direct
1780661790.474,0,R,483.1,463.7,0.882,direct
1780661790.516,0,L,478.5,475.9,0.917,direct
1780661790.516,0,R,483.2,463.5,0.882,direct
1780661790.551,0,L,481.5,475.8,0.851,direct
1780661790.551,0,R,479.5,464.8,0.788,direct
1780661790.597,0,L,480.0,482.1,0.825,direct
1780661790.597,0,R,479.5,469.2,0.772,direct
1780661790.631,0,L,480.0,482.1,0.825,direct
1780661790.632,0,R,479.5,469.2,0.772,direct
1780661790.668,0,L,478.3,488.7,0.880,direct
1780661790.668,0,R,477.5,461.3,0.844,direct
1780661790.703,0,L,478.2,488.9,0.880,direct
1780661790.703,0,R,477.5,461.1,0.844,direct
1780661790.738,0,L,479.7,480.0,0.866,direct
1780661790.738,0,R,476.7,466.6,0.840,direct
1780661790.782,0,L,479.8,479.8,0.866,direct
1780661790.782,0,R,476.7,466.8,0.840,direct
1780661790.818,0,L,479.1,483.3,0.902,direct
1780661790.818,0,R,475.0,470.7,0.887,direct
1780661790.853,0,L,479.0,483.4,0.902,direct
1780661790.853,0,R,474.9,470.9,0.887,direct
1780661790.891,0,L,563.4,409.2,0.974,direct
1780661790.891,0,R,492.5,477.4,0.968,direct
1780661790.938,0,L,564.2,408.5,0.974,direct
1780661790.938,0,R,492.7,477.5,0.968,direct
1780661790.976,0,L,584.3,418.8,0.990,direct
1780661790.976,0,R,484.2,490.1,0.990,direct
1780661791.013,0,L,584.4,418.9,0.990,direct
1780661791.013,0,R,484.1,490.3,0.990,direct
1780661791.046,0,L,594.7,416.9,0.987,direct
1780661791.046,0,R,474.0,496.2,0.987,direct
1780661791.098,0,L,594.8,416.9,0.987,direct
1780661791.098,0,R,473.9,496.3,0.987,direct
1780661791.134,0,L,595.1,417.8,0.988,direct
1780661791.134,0,R,475.7,497.1,0.989,direct
1780661791.174,0,L,607.5,449.0,0.992,direct
1780661791.174,0,R,471.2,508.0,0.992,direct
1780661791.212,0,L,607.6,449.3,0.992,direct
1780661791.212,0,R,471.2,508.2,0.992,direct
1780661791.246,0,L,606.3,459.4,0.986,direct
1780661791.246,0,R,472.8,507.5,0.986,direct
1780661791.287,0,L,606.3,459.5,0.986,direct
1780661791.287,0,R,473.1,507.4,0.986,direct
1780661791.330,0,L,603.4,470.8,0.977,direct
1780661791.331,0,R,476.6,501.4,0.976,direct
1780661791.368,0,L,599.3,466.7,0.991,direct
1780661791.368,0,R,473.7,496.9,0.991,direct
1780661791.408,0,L,599.2,466.6,0.991,direct
1780661791.408,0,R,473.6,496.8,0.991,direct
1780661791.446,0,L,599.4,468.0,0.989,direct
1780661791.446,0,R,473.6,492.7,0.989,direct
1780661791.485,0,L,599.5,468.3,0.989,direct
1780661791.485,0,R,473.6,492.5,0.989,direct
1780661791.522,0,L,599.7,468.1,0.992,direct
1780661791.522,0,R,477.6,489.6,0.992,direct
1780661791.558,0,L,599.8,468.1,0.992,direct
1780661791.558,0,R,477.8,489.5,0.992,direct
1780661791.593,0,L,599.4,463.7,0.990,direct
1780661791.593,0,R,475.9,490.2,0.990,direct
1780661791.629,0,L,601.2,464.7,0.990,direct
1780661791.629,0,R,466.1,486.9,0.989,direct
1780661791.665,0,L,601.4,464.8,0.990,direct
1780661791.665,0,R,465.9,486.8,0.989,direct
1780661791.700,0,L,600.2,466.8,0.987,direct
1780661791.700,0,R,459.3,486.9,0.985,direct
1780661791.752,0,L,600.1,467.0,0.987,direct
1780661791.752,0,R,459.2,486.9,0.985,direct
1780661791.797,0,L,602.7,472.2,0.983,direct
1780661791.797,0,R,459.9,488.8,0.982,direct
1780661791.832,0,L,602.8,472.3,0.983,direct
1780661791.832,0,R,460.0,489.2,0.982,direct
1780661791.868,0,L,602.7,470.4,0.984,direct
1780661791.868,0,R,454.2,488.7,0.982,direct
1780661791.904,0,L,602.6,470.0,0.984,direct
1780661791.904,0,R,454.0,488.7,0.982,direct
1780661791.954,0,L,607.1,467.4,0.974,direct
1780661791.954,0,R,429.2,482.3,0.974,direct
1780661791.989,0,L,604.2,474.1,0.967,direct
1780661791.989,0,R,428.8,475.1,0.965,direct
1780661792.022,0,L,604.1,474.2,0.967,direct
1780661792.022,0,R,428.8,475.0,0.965,direct
1780661792.058,0,L,605.4,466.3,0.978,direct
1780661792.058,0,R,427.7,407.8,0.973,direct
1780661792.099,0,L,604.9,464.3,0.977,direct
1780661792.099,0,R,429.9,401.1,0.972,direct
1780661792.146,0,L,604.9,464.2,0.977,direct
1780661792.146,0,R,429.9,401.0,0.972,direct
1780661792.190,0,L,606.1,460.9,0.979,direct
1780661792.190,0,R,425.8,367.4,0.972,direct
1780661792.234,0,L,606.1,460.8,0.979,direct
1780661792.234,0,R,425.8,367.1,0.972,direct
1780661792.266,0,L,606.8,461.3,0.975,direct
1780661792.266,0,R,434.3,370.3,0.968,direct
1780661792.299,0,L,607.0,461.4,0.975,direct
1780661792.299,0,R,434.3,370.3,0.968,direct
1780661792.334,0,L,606.8,460.0,0.983,direct
1780661792.334,0,R,422.2,352.3,0.979,direct
1780661792.380,0,L,606.8,459.4,0.983,direct
1780661792.380,0,R,422.1,352.1,0.979,direct
1780661792.416,0,L,606.1,461.6,0.971,direct
1780661792.416,0,R,444.9,372.2,0.969,direct
1780661792.416,1,L,594.6,396.6,0.100,predicted
1780661792.416,1,R,578.0,460.3,0.100,predicted
1780661792.454,0,L,606.0,461.8,0.971,direct
1780661792.454,0,R,445.1,372.4,0.969,direct
1780661792.454,1,L,594.6,396.6,0.100,predicted
1780661792.454,1,R,578.0,460.3,0.100,predicted
1780661792.490,0,L,605.0,460.8,0.969,direct
1780661792.490,0,R,437.8,374.7,0.967,direct
1780661792.491,1,L,594.6,396.6,0.100,predicted
1780661792.491,1,R,578.0,460.3,0.100,predicted
1780661792.535,0,L,604.7,460.5,0.969,direct
1780661792.535,0,R,437.8,374.8,0.967,direct
1780661792.535,1,L,594.6,396.6,0.100,predicted
1780661792.535,1,R,578.0,460.3,0.100,predicted
1780661792.571,0,L,605.6,460.2,0.968,direct
1780661792.572,0,R,459.0,395.1,0.968,direct
1780661792.572,1,L,594.6,396.6,0.100,predicted
1780661792.572,1,R,578.0,460.3,0.100,predicted
1780661792.609,0,L,606.0,460.1,0.968,direct
1780661792.609,0,R,459.2,395.3,0.968,direct
1780661792.609,1,L,594.6,396.6,0.100,predicted
1780661792.609,1,R,578.0,460.3,0.100,predicted
1780661792.646,0,L,606.7,460.8,0.966,direct
1780661792.646,0,R,462.0,403.2,0.967,direct
1780661792.646,1,L,594.6,396.6,0.100,predicted
1780661792.646,1,R,578.0,460.3,0.100,predicted
1780661792.679,0,L,602.9,468.7,0.968,direct
1780661792.679,0,R,476.9,408.0,0.962,direct
1780661792.679,1,L,594.6,396.6,0.100,predicted
1780661792.679,1,R,578.0,460.3,0.100,predicted
1780661792.716,0,L,602.8,468.8,0.968,direct
1780661792.716,0,R,477.0,408.0,0.962,direct
1780661792.716,1,L,594.6,396.6,0.100,predicted
1780661792.716,1,R,578.0,460.3,0.100,predicted
1780661792.749,0,L,605.4,462.5,0.965,direct
1780661792.749,0,R,461.0,406.5,0.967,direct
1780661792.749,1,L,594.6,396.6,0.100,predicted
1780661792.749,1,R,578.0,460.3,0.100,predicted
1780661792.784,0,L,602.0,470.9,0.955,direct
1780661792.784,0,R,471.3,406.4,0.943,direct
1780661792.819,0,L,601.9,471.0,0.955,direct
1780661792.819,0,R,471.4,406.4,0.943,direct
1780661792.853,0,L,604.6,460.1,0.979,direct
1780661792.853,0,R,417.7,367.8,0.975,direct
1780661792.853,1,L,594.6,396.6,0.100,predicted
1780661792.853,1,R,578.0,460.3,0.100,predicted
1780661792.889,0,L,604.6,460.0,0.979,direct
1780661792.889,0,R,417.2,367.5,0.975,direct
1780661792.889,1,L,594.6,396.6,0.100,predicted
1780661792.889,1,R,578.0,460.3,0.100,predicted
1780661792.942,0,L,603.8,460.8,0.984,direct
1780661792.942,0,R,422.8,379.0,0.979,direct
1780661792.984,0,L,603.7,461.0,0.984,direct
1780661792.984,0,R,422.9,379.1,0.979,direct
1780661793.017,0,L,603.4,460.5,0.982,direct
1780661793.017,0,R,417.9,393.4,0.976,direct
1780661793.062,0,L,603.4,460.3,0.982,direct
1780661793.062,0,R,417.8,393.5,0.976,direct
1780661793.097,0,L,603.3,460.3,0.982,direct
1780661793.097,0,R,416.3,412.1,0.978,direct
1780661793.141,0,L,603.3,461.1,0.980,direct
1780661793.141,0,R,413.4,432.0,0.975,direct
1780661793.175,0,L,603.2,461.5,0.980,direct
1780661793.175,0,R,413.4,432.2,0.975,direct
1780661793.211,0,L,602.2,466.5,0.981,direct
1780661793.211,0,R,424.2,485.3,0.979,direct
1780661793.244,0,L,602.2,466.7,0.981,direct
1780661793.244,0,R,424.3,485.8,0.979,direct
1780661793.281,0,L,594.7,472.2,0.988,direct
1780661793.281,0,R,434.6,498.4,0.987,direct
1780661793.331,0,L,594.5,472.3,0.988,direct
1780661793.331,0,R,434.7,498.6,0.987,direct
1780661793.377,0,L,605.0,475.3,0.983,direct
1780661793.377,0,R,459.1,513.4,0.984,direct
1780661793.416,0,L,598.4,470.7,0.983,direct
1780661793.416,0,R,474.4,514.5,0.980,direct
1780661793.453,0,L,598.3,470.6,0.983,direct
1780661793.453,0,R,474.5,514.5,0.980,direct
1780661793.487,0,L,597.1,471.7,0.984,direct
1780661793.487,0,R,477.6,512.7,0.983,direct
1780661793.525,0,L,596.8,471.9,0.984,direct
1780661793.525,0,R,477.6,512.6,0.983,direct
1780661793.563,0,L,603.4,475.8,0.990,direct
1780661793.563,0,R,478.9,516.0,0.991,direct
1780661793.600,0,L,604.8,473.5,0.982,direct
1780661793.600,0,R,475.5,515.0,0.982,direct
1780661793.644,0,L,604.9,473.4,0.982,direct
1780661793.644,0,R,475.4,514.9,0.982,direct
1780661793.689,0,L,599.8,471.9,0.958,direct
1780661793.689,0,R,476.1,529.0,0.956,direct
1780661793.725,0,L,599.6,471.9,0.958,direct
1780661793.725,0,R,476.1,529.2,0.956,direct
1780661793.769,0,L,603.3,463.4,0.967,direct
1780661793.769,0,R,471.4,525.9,0.964,direct
1780661793.805,0,L,603.4,463.2,0.967,direct
1780661793.805,0,R,471.3,525.8,0.964,direct
1780661793.843,0,L,608.0,467.4,0.961,direct
1780661793.843,0,R,469.8,528.3,0.959,direct
1780661793.896,0,L,608.1,467.5,0.961,direct
1780661793.896,0,R,469.7,528.4,0.959,direct
1780661793.928,0,L,609.0,460.0,0.929,direct
1780661793.928,0,R,480.2,530.1,0.921,direct
1780661793.972,0,L,609.0,459.8,0.929,direct
1780661793.972,0,R,480.3,530.1,0.921,direct
1780661794.019,0,L,618.2,458.2,0.965,direct
1780661794.019,0,R,479.1,530.2,0.966,direct
1780661794.062,0,L,616.6,434.6,0.956,direct
1780661794.062,0,R,486.3,520.6,0.962,direct
1780661794.097,0,L,633.7,438.0,0.956,direct
1780661794.097,0,R,478.6,526.3,0.964,direct
1780661794.131,0,L,633.8,438.0,0.956,direct
1780661794.131,0,R,478.5,526.4,0.964,direct
1780661794.168,0,L,651.8,409.4,0.945,direct
1780661794.168,0,R,469.1,506.8,0.954,direct
1780661794.218,0,L,651.9,409.1,0.945,direct
1780661794.218,0,R,469.0,506.6,0.954,direct
1780661794.252,0,L,640.4,391.7,0.970,direct
1780661794.252,0,R,458.1,504.8,0.975,direct
1780661794.286,0,L,640.3,391.6,0.970,direct
1780661794.286,0,R,457.9,504.8,0.975,direct
1780661794.320,0,L,655.8,384.1,0.968,direct
1780661794.320,0,R,460.9,513.6,0.973,direct
1780661794.352,0,L,656.0,384.1,0.968,direct
1780661794.353,0,R,460.9,513.8,0.973,direct
1780661794.386,0,L,617.8,396.3,0.919,direct
1780661794.386,0,R,460.0,502.7,0.921,direct
1780661794.421,0,L,617.4,396.4,0.919,direct
1780661794.421,0,R,460.0,502.5,0.921,direct
1780661794.469,0,L,608.0,393.7,0.917,direct
1780661794.469,0,R,463.4,501.7,0.925,direct
1780661794.504,0,L,607.9,393.6,0.917,direct
1780661794.504,0,R,463.5,501.7,0.925,direct
1780661794.547,0,L,619.8,406.0,0.877,direct
1780661794.547,0,R,498.3,497.5,0.875,direct
1780661794.586,0,L,619.9,406.1,0.877,direct
1780661794.586,0,R,498.7,497.5,0.875,direct
1780661794.625,0,L,619.7,402.5,0.918,direct
1780661794.626,0,R,488.7,499.9,0.909,direct
1780661794.661,0,L,620.1,408.5,0.932,direct
1780661794.661,0,R,496.5,507.6,0.924,direct
1780661794.708,0,L,620.1,408.5,0.932,direct
1780661794.708,0,R,496.5,507.6,0.924,direct
1780661794.753,0,L,621.3,409.6,0.905,direct
1780661794.753,0,R,492.5,510.0,0.897,direct
1780661794.786,0,L,628.1,402.9,0.939,direct
1780661794.786,0,R,460.7,512.6,0.938,direct
1780661794.821,0,L,628.2,402.8,0.939,direct
1780661794.821,0,R,460.4,512.6,0.938,direct
1780661794.858,0,L,629.9,403.2,0.951,direct
1780661794.858,0,R,462.7,519.6,0.953,direct
1780661794.897,0,L,630.3,403.3,0.951,direct
1780661794.897,0,R,462.8,519.7,0.953,direct
1780661794.934,0,L,634.6,396.9,0.956,direct
1780661794.934,0,R,458.7,511.8,0.960,direct
1780661794.969,0,L,634.7,396.7,0.956,direct
1780661794.969,0,R,458.7,511.7,0.960,direct
1780661795.021,0,L,637.7,395.2,0.959,direct
1780661795.021,0,R,458.8,517.4,0.966,direct
1780661795.065,0,L,637.8,395.1,0.959,direct
1780661795.065,0,R,458.8,517.5,0.966,direct
1780661795.101,0,L,619.7,395.4,0.974,direct
1780661795.101,0,R,499.7,513.1,0.976,direct
1780661795.145,0,L,613.5,398.0,0.973,direct
1780661795.145,0,R,494.0,513.4,0.974,direct
1780661795.193,0,L,613.5,398.0,0.973,direct
1780661795.193,0,R,494.0,513.4,0.974,direct
1780661795.235,0,L,605.0,406.6,0.977,direct
1780661795.235,0,R,496.8,515.6,0.979,direct
1780661795.270,0,L,604.9,406.7,0.977,direct
1780661795.270,0,R,496.8,515.6,0.979,direct
1780661795.303,0,L,612.3,429.5,0.981,direct
1780661795.303,0,R,455.8,529.4,0.984,direct
1780661795.338,0,L,612.3,429.7,0.981,direct
1780661795.338,0,R,455.4,529.6,0.984,direct
1780661795.374,0,L,605.5,444.9,0.951,direct
1780661795.374,0,R,463.5,534.0,0.958,direct
1780661795.410,0,L,605.4,445.0,0.951,direct
1780661795.410,0,R,463.6,534.0,0.958,direct
1780661795.455,0,L,593.4,459.2,0.920,direct
1780661795.455,0,R,468.3,530.4,0.919,direct
1780661795.492,0,L,583.5,466.9,0.953,direct
1780661795.492,0,R,479.2,532.4,0.953,direct
1780661795.534,0,L,583.5,467.0,0.953,direct
1780661795.534,0,R,479.2,532.4,0.953,direct
1780661795.569,0,L,578.6,464.1,0.962,direct
1780661795.569,0,R,471.4,525.3,0.961,direct
1780661795.606,0,L,578.5,464.0,0.962,direct
1780661795.606,0,R,471.3,525.2,0.961,direct
1780661795.640,0,L,584.9,455.9,0.959,direct
1780661795.640,0,R,471.4,522.7,0.957,direct
1780661795.675,0,L,582.7,454.7,0.953,direct
1780661795.675,0,R,476.6,522.6,0.952,direct
1780661795.715,0,L,582.7,454.7,0.953,direct
1780661795.715,0,R,476.7,522.6,0.952,direct
1780661795.755,0,L,577.1,457.7,0.970,direct
1780661795.755,0,R,477.0,516.2,0.967,direct
1780661795.792,0,L,576.9,457.8,0.970,direct
1780661795.792,0,R,477.0,516.0,0.967,direct
1780661795.836,0,L,575.6,453.3,0.984,direct
1780661795.836,0,R,481.3,517.7,0.984,direct
1780661795.873,0,L,575.5,453.1,0.984,direct
1780661795.873,0,R,481.5,517.8,0.984,direct
1780661795.915,0,L,572.7,449.8,0.983,direct
1780661795.915,0,R,480.8,519.5,0.982,direct
1780661795.949,0,L,572.6,449.6,0.983,direct
1780661795.949,0,R,480.6,519.9,0.982,direct
1780661795.986,0,L,567.4,444.9,0.978,direct
1780661795.986,0,R,469.7,521.7,0.976,direct
1780661796.019,0,L,567.3,444.8,0.978,direct
1780661796.019,0,R,469.6,521.7,0.976,direct
1780661796.051,0,L,571.0,448.3,0.979,direct
1780661796.051,0,R,470.2,518.8,0.978,direct
1780661796.086,0,L,571.1,448.5,0.979,direct
1780661796.086,0,R,470.2,518.7,0.978,direct
1780661796.137,0,L,570.2,449.3,0.979,direct
1780661796.137,0,R,454.6,512.1,0.977,direct
1780661796.186,0,L,577.5,456.8,0.983,direct
1780661796.186,0,R,422.0,468.7,0.979,direct
