ts,pid,side,x,y,conf,source
1780661723.289,0,L,632.8,450.7,0.969,direct
1780661723.289,0,R,531.8,493.5,0.979,direct
1780661723.333,0,L,632.9,450.8,0.969,direct
1780661723.333,0,R,531.7,493.4,0.979,direct
1780661723.376,0,L,634.3,453.3,0.971,direct
1780661723.376,0,R,531.0,494.3,0.978,direct
1780661723.413,0,L,633.9,452.0,0.972,direct
1780661723.413,0,R,533.7,491.7,0.977,direct
1780661723.456,0,L,633.8,451.9,0.972,direct
1780661723.456,0,R,533.8,491.7,0.977,direct
1780661723.500,0,L,633.4,450.5,0.976,direct
1780661723.500,0,R,534.0,492.9,0.981,direct
1780661723.538,0,L,633.2,450.0,0.976,direct
1780661723.538,0,R,534.0,493.1,0.981,direct
1780661723.578,0,L,636.2,445.5,0.975,direct
1780661723.579,0,R,534.6,497.6,0.978,direct
1780661723.616,0,L,630.9,444.4,0.981,direct
1780661723.617,0,R,536.7,435.5,0.985,direct
1780661723.661,0,L,630.7,444.4,0.981,direct
1780661723.661,0,R,536.7,435.0,0.985,direct
1780661723.707,0,L,625.0,449.3,0.986,direct
1780661723.707,0,R,537.3,385.5,0.992,direct
1780661723.754,0,L,624.8,449.4,0.986,direct
1780661723.754,0,R,537.3,385.0,0.992,direct
1780661723.798,0,L,639.3,423.3,0.928,direct
1780661723.798,0,R,557.0,371.3,0.917,direct
1780661723.833,0,L,639.5,423.0,0.928,direct
1780661723.833,0,R,557.2,371.2,0.917,direct
1780661723.879,0,L,654.0,431.4,0.950,direct
1780661723.880,0,R,612.8,408.1,0.932,direct
1780661723.880,1,L,620.6,410.5,0.891,direct
1780661723.880,1,R,627.3,461.9,0.894,direct
1780661723.924,0,L,657.6,409.8,0.951,direct
1780661723.924,0,R,643.0,436.9,0.959,direct
1780661723.924,1,L,617.7,410.9,0.863,direct
1780661723.924,1,R,627.3,461.9,0.901,direct
1780661723.959,0,L,657.6,409.7,0.951,direct
1780661723.959,0,R,643.2,437.0,0.959,direct
1780661723.959,1,L,614.8,411.3,0.863,direct
1780661723.959,1,R,627.3,461.9,0.901,direct
1780661723.995,0,L,628.9,383.6,0.902,direct
1780661723.995,0,R,643.4,437.3,0.900,direct
1780661724.035,0,L,628.6,383.3,0.902,direct
1780661724.035,0,R,643.7,437.5,0.900,direct
1780661724.070,0,L,634.2,433.0,0.932,direct
1780661724.070,0,R,643.9,437.7,0.941,direct
1780661724.070,1,L,612.6,411.6,0.350,predicted
1780661724.070,1,R,627.3,461.9,0.350,predicted
1780661724.113,0,L,634.3,433.5,0.932,direct
1780661724.113,0,R,644.2,437.9,0.941,direct
1780661724.113,1,L,611.0,411.9,0.300,predicted
1780661724.113,1,R,627.3,461.9,0.300,predicted
1780661724.152,0,L,637.3,451.9,0.983,direct
1780661724.152,0,R,644.4,438.2,0.984,direct
1780661724.185,0,L,628.1,460.4,0.970,direct
1780661724.185,0,R,644.6,438.4,0.979,direct
1780661724.225,0,L,628.0,460.4,0.970,direct
1780661724.225,0,R,644.9,438.6,0.979,direct
1780661724.270,0,L,626.7,447.2,0.967,direct
1780661724.270,0,R,645.1,438.8,0.978,direct
1780661724.313,0,L,626.7,447.1,0.967,direct
1780661724.313,0,R,645.3,439.1,0.978,direct
1780661724.363,0,L,634.5,460.2,0.973,direct
1780661724.363,0,R,645.6,439.3,0.979,direct
1780661724.408,0,L,633.6,463.7,0.966,direct
1780661724.408,0,R,645.8,439.5,0.975,direct
1780661724.455,0,L,633.5,463.8,0.966,direct
1780661724.455,0,R,646.0,439.7,0.975,direct
1780661724.494,0,L,634.9,464.4,0.975,direct
1780661724.494,0,R,646.3,440.0,0.981,direct
1780661724.533,0,L,635.2,464.5,0.975,direct
1780661724.533,0,R,646.5,440.2,0.981,direct
1780661724.567,0,L,633.9,461.6,0.974,direct
1780661724.567,0,R,646.7,440.4,0.979,direct
1780661724.604,0,L,633.8,461.4,0.974,direct
1780661724.604,0,R,647.0,440.6,0.979,direct
1780661724.641,0,L,632.7,460.7,0.972,direct
1780661724.641,0,R,647.2,440.8,0.975,direct
1780661724.693,0,L,631.6,457.4,0.972,direct
1780661724.693,0,R,647.4,441.1,0.978,direct
1780661724.729,0,L,631.6,457.2,0.972,direct
1780661724.729,0,R,647.7,441.3,0.978,direct
1780661724.770,0,L,630.6,456.8,0.974,direct
1780661724.770,0,R,647.9,441.5,0.979,direct
1780661724.808,0,L,630.4,456.7,0.974,direct
1780661724.808,0,R,648.1,441.7,0.979,direct
1780661724.851,0,L,631.8,459.2,0.975,direct
1780661724.851,0,R,648.4,442.0,0.981,direct
1780661724.887,0,L,631.9,459.4,0.975,direct
1780661724.887,0,R,648.6,442.2,0.981,direct
1780661724.923,0,L,632.6,458.3,0.973,direct
1780661724.923,0,R,648.8,442.4,0.980,direct
1780661724.961,0,L,633.0,457.3,0.974,direct
1780661724.961,0,R,649.1,442.6,0.981,direct
1780661724.995,0,L,633.0,456.9,0.974,direct
1780661724.995,0,R,649.3,442.9,0.981,direct
1780661725.029,0,L,634.9,458.3,0.971,direct
1780661725.029,0,R,649.5,443.1,0.980,direct
1780661725.062,0,L,635.1,458.4,0.971,direct
1780661725.062,0,R,649.8,443.3,0.980,direct
1780661725.099,0,L,632.3,457.3,0.965,direct
1780661725.100,0,R,650.0,443.5,0.973,direct
1780661725.150,0,L,632.1,457.2,0.965,direct
1780661725.150,0,R,650.2,443.8,0.973,direct
1780661725.193,0,L,634.5,458.2,0.968,direct
1780661725.193,0,R,650.5,444.0,0.975,direct
1780661725.243,0,L,634.7,458.3,0.968,direct
1780661725.243,0,R,650.7,444.2,0.975,direct
1780661725.289,0,L,632.6,457.0,0.960,direct
1780661725.289,0,R,650.9,444.4,0.972,direct
1780661725.342,0,L,634.0,458.8,0.964,direct
1780661725.342,0,R,651.2,444.7,0.974,direct
1780661725.382,0,L,634.3,459.0,0.964,direct
1780661725.382,0,R,651.4,444.9,0.974,direct
1780661725.430,0,L,633.9,455.9,0.967,direct
1780661725.430,0,R,651.7,445.1,0.976,direct
1780661725.463,0,L,635.5,456.6,0.970,direct
1780661725.463,0,R,651.9,445.3,0.978,direct
1780661725.500,0,L,635.7,456.7,0.970,direct
1780661725.500,0,R,652.1,445.6,0.978,direct
1780661725.538,0,L,635.7,457.4,0.970,direct
1780661725.538,0,R,652.4,445.8,0.979,direct
1780661725.582,0,L,635.6,457.6,0.970,direct
1780661725.582,0,R,652.6,446.0,0.979,direct
1780661725.619,0,L,635.2,458.3,0.968,direct
1780661725.619,0,R,652.8,446.2,0.977,direct
1780661725.656,0,L,634.9,458.6,0.968,direct
1780661725.656,0,R,653.1,446.5,0.977,direct
1780661725.693,0,L,635.0,459.5,0.967,direct
1780661725.693,0,R,653.3,446.7,0.976,direct
1780661725.729,0,L,635.1,460.0,0.967,direct
1780661725.729,0,R,653.5,446.9,0.976,direct
1780661725.765,0,L,634.9,459.7,0.969,direct
1780661725.765,0,R,653.8,447.1,0.975,direct
1780661725.801,0,L,634.8,459.5,0.969,direct
1780661725.801,0,R,654.0,447.4,0.975,direct
1780661725.835,0,L,634.4,459.1,0.970,direct
1780661725.835,0,R,654.2,447.6,0.976,direct
1780661725.896,0,L,632.4,457.2,0.969,direct
1780661725.897,0,R,654.5,447.8,0.976,direct
1780661725.934,0,L,630.0,456.1,0.960,direct
1780661725.934,0,R,654.7,448.0,0.972,direct
1780661725.970,0,L,629.9,456.1,0.960,direct
1780661725.970,0,R,654.9,448.2,0.972,direct
1780661726.006,0,L,629.6,450.9,0.983,direct
1780661726.006,0,R,655.2,448.5,0.989,direct
1780661726.055,0,L,629.6,450.7,0.983,direct
1780661726.055,0,R,655.4,448.7,0.989,direct
1780661726.100,0,L,627.0,445.2,0.985,direct
1780661726.100,0,R,655.6,448.9,0.990,direct
1780661726.149,0,L,626.9,445.1,0.985,direct
1780661726.149,0,R,655.9,449.1,0.990,direct
1780661726.193,0,L,627.5,452.2,0.975,direct
1780661726.193,0,R,656.1,449.4,0.982,direct
1780661726.232,0,L,627.6,452.4,0.975,direct
1780661726.232,0,R,656.3,449.6,0.982,direct
1780661726.272,0,L,632.2,448.1,0.971,direct
1780661726.272,0,R,656.6,449.8,0.981,direct
1780661726.320,0,L,638.6,444.4,0.973,direct
1780661726.320,0,R,656.8,450.0,0.982,direct
1780661726.356,0,L,638.7,444.4,0.973,direct
1780661726.356,0,R,657.0,450.3,0.982,direct
1780661726.390,0,L,643.2,418.5,0.973,direct
1780661726.390,0,R,657.3,450.5,0.989,direct
1780661726.433,0,L,653.7,427.8,0.985,direct
1780661726.433,0,R,657.5,450.7,0.993,direct
1780661726.475,0,L,653.7,427.8,0.985,direct
1780661726.475,0,R,657.7,450.9,0.993,direct
1780661726.527,0,L,690.1,429.3,0.988,direct
1780661726.527,0,R,658.0,451.2,0.994,direct
1780661726.569,0,L,690.4,429.3,0.988,direct
1780661726.569,0,R,658.2,451.4,0.994,direct
1780661726.606,0,L,715.9,400.4,0.989,direct
1780661726.606,0,R,658.4,451.6,0.995,direct
1780661726.649,0,L,716.1,400.2,0.989,direct
1780661726.649,0,R,658.7,451.8,0.995,direct
1780661726.686,0,L,748.8,382.4,0.988,direct
1780661726.686,0,R,658.9,452.1,0.994,direct
1780661726.721,0,L,749.1,382.2,0.988,direct
1780661726.722,0,R,659.2,452.3,0.994,direct
1780661726.758,0,L,799.1,352.6,0.981,direct
1780661726.758,0,R,659.4,452.5,0.989,direct
1780661726.793,0,L,799.6,352.3,0.981,direct
1780661726.793,0,R,659.6,452.7,0.989,direct
1780661726.830,0,L,808.1,346.3,0.973,direct
1780661726.830,0,R,659.9,453.0,0.980,direct
1780661726.867,0,L,808.2,346.3,0.973,direct
1780661726.867,0,R,660.1,453.2,0.980,direct
1780661726.902,0,L,814.3,343.9,0.982,direct
1780661726.902,0,R,660.3,453.4,0.989,direct
1780661726.937,0,L,814.4,343.9,0.982,direct
1780661726.937,0,R,660.6,453.6,0.989,direct
1780661726.973,0,L,807.4,344.5,0.983,direct
1780661726.973,0,R,660.8,453.9,0.987,direct
1780661727.009,0,L,788.1,369.3,0.981,direct
1780661727.009,0,R,661.0,454.1,0.990,direct
1780661727.053,0,L,787.9,369.5,0.981,direct
1780661727.053,0,R,661.3,454.3,0.990,direct
1780661727.091,0,L,729.5,436.2,0.973,direct
1780661727.091,0,R,661.5,454.5,0.987,direct
1780661727.132,0,L,718.1,483.6,0.966,direct
1780661727.132,0,R,661.7,454.8,0.983,direct
1780661727.176,0,L,718.1,483.9,0.966,direct
1780661727.176,0,R,662.0,455.0,0.983,direct
1780661727.211,0,L,699.3,486.8,0.960,direct
1780661727.211,0,R,662.2,455.2,0.980,direct
1780661727.256,0,L,699.1,486.8,0.960,direct
1780661727.256,0,R,662.4,455.4,0.980,direct
1780661727.305,0,L,694.3,484.3,0.966,direct
1780661727.305,0,R,662.7,455.7,0.983,direct
1780661727.351,0,L,694.3,484.3,0.966,direct
1780661727.351,0,R,662.9,455.9,0.983,direct
1780661727.400,0,L,688.1,482.4,0.971,direct
1780661727.400,0,R,663.1,456.1,0.982,direct
1780661727.445,0,L,688.0,482.4,0.971,direct
1780661727.445,0,R,663.4,456.3,0.982,direct
1780661727.492,0,L,695.3,494.4,0.959,direct
1780661727.492,0,R,663.6,456.5,0.971,direct
1780661727.538,0,L,691.0,488.0,0.958,direct
1780661727.538,0,R,663.8,456.8,0.967,direct
1780661727.574,0,L,696.5,492.0,0.925,direct
1780661727.574,0,R,664.1,457.0,0.919,direct
1780661727.618,0,L,696.6,492.0,0.925,direct
1780661727.618,0,R,664.3,457.2,0.919,direct
1780661727.651,0,L,693.2,496.7,0.933,direct
1780661727.651,0,R,664.5,457.4,0.926,direct
1780661727.701,0,L,693.1,496.8,0.933,direct
1780661727.701,0,R,664.8,457.7,0.926,direct
1780661727.736,0,L,692.8,497.3,0.936,direct
1780661727.736,0,R,665.0,457.9,0.930,direct
1780661727.772,0,L,692.8,497.4,0.936,direct
1780661727.772,0,R,665.2,458.1,0.930,direct
1780661727.808,0,L,692.9,498.5,0.928,direct
1780661727.808,0,R,665.5,458.3,0.930,direct
1780661727.845,0,L,693.0,498.9,0.928,direct
1780661727.846,0,R,665.7,458.6,0.930,direct
1780661727.887,0,L,695.8,493.2,0.950,direct
1780661727.887,0,R,665.9,458.8,0.966,direct
1780661727.932,0,L,695.9,493.0,0.950,direct
1780661727.932,0,R,666.2,459.0,0.966,direct
1780661727.977,0,L,693.2,502.5,0.934,direct
1780661727.977,0,R,666.4,459.2,0.947,direct
1780661728.025,0,L,692.8,499.3,0.945,direct
1780661728.025,0,R,666.7,459.5,0.963,direct
1780661728.075,0,L,695.2,503.3,0.944,direct
1780661728.075,0,R,666.9,459.7,0.961,direct
1780661728.108,0,L,695.3,503.4,0.944,direct
1780661728.108,0,R,667.1,459.9,0.961,direct
1780661728.144,0,L,695.7,502.7,0.944,direct
1780661728.144,0,R,667.4,460.1,0.959,direct
1780661728.184,0,L,695.8,502.6,0.944,direct
1780661728.184,0,R,667.6,460.4,0.959,direct
1780661728.229,0,L,695.6,502.7,0.933,direct
1780661728.229,0,R,667.8,460.6,0.944,direct
1780661728.278,0,L,695.6,502.7,0.933,direct
1780661728.278,0,R,668.1,460.8,0.944,direct
1780661728.315,0,L,704.7,509.1,0.956,direct
1780661728.316,0,R,668.3,461.0,0.965,direct
1780661728.349,0,L,704.8,509.2,0.956,direct
1780661728.349,0,R,668.5,461.3,0.965,direct
1780661728.387,0,L,706.0,506.3,0.960,direct
1780661728.387,0,R,668.8,461.5,0.968,direct
1780661728.436,0,L,706.1,506.2,0.960,direct
1780661728.436,0,R,669.0,461.7,0.968,direct
1780661728.479,0,L,705.8,506.9,0.950,direct
1780661728.479,0,R,669.2,461.9,0.961,direct
1780661728.514,0,L,705.7,507.1,0.950,direct
1780661728.514,0,R,669.5,462.2,0.961,direct
1780661728.548,0,L,705.9,508.2,0.948,direct
1780661728.548,0,R,669.7,462.4,0.957,direct
1780661728.582,0,L,705.5,507.4,0.951,direct
1780661728.582,0,R,669.9,462.6,0.962,direct
1780661728.618,0,L,705.3,507.0,0.951,direct
1780661728.618,0,R,670.2,462.8,0.962,direct
1780661728.651,0,L,702.3,508.7,0.945,direct
1780661728.651,0,R,670.4,463.1,0.959,direct
1780661728.685,0,L,702.1,508.8,0.945,direct
1780661728.686,0,R,670.6,463.3,0.959,direct
1780661728.722,0,L,704.4,505.3,0.950,direct
1780661728.722,0,R,670.9,463.5,0.966,direct
1780661728.759,0,L,706.9,505.3,0.948,direct
1780661728.759,0,R,671.1,463.7,0.964,direct
1780661728.807,0,L,707.1,505.3,0.948,direct
1780661728.807,0,R,671.3,463.9,0.964,direct
1780661728.853,0,L,709.7,504.7,0.935,direct
1780661728.853,0,R,671.6,464.2,0.956,direct
1780661728.891,0,L,709.9,504.7,0.935,direct
1780661728.891,0,R,671.8,464.4,0.956,direct
1780661728.931,0,L,699.3,495.3,0.955,direct
1780661728.931,0,R,672.0,464.6,0.970,direct
1780661728.969,0,L,699.1,495.2,0.955,direct
1780661728.969,0,R,672.3,464.8,0.970,direct
1780661729.013,0,L,700.4,486.7,0.955,direct
1780661729.013,0,R,672.5,465.1,0.969,direct
1780661729.055,0,L,699.2,496.1,0.896,direct
1780661729.055,0,R,672.7,465.3,0.919,direct
1780661729.090,0,L,699.2,496.3,0.896,direct
1780661729.090,0,R,673.0,465.5,0.919,direct
1780661729.122,0,L,699.9,495.5,0.933,direct
1780661729.122,0,R,673.2,465.7,0.955,direct
1780661729.158,0,L,700.0,495.4,0.933,direct
1780661729.158,0,R,673.4,466.0,0.955,direct
1780661729.198,0,L,709.1,506.4,0.932,direct
1780661729.198,0,R,673.7,466.2,0.954,direct
1780661729.233,0,L,709.2,506.6,0.932,direct
1780661729.233,0,R,673.9,466.4,0.954,direct
1780661729.267,0,L,713.4,508.2,0.923,direct
1780661729.267,0,R,674.2,466.6,0.943,direct
1780661729.300,0,L,713.5,508.2,0.923,direct
1780661729.300,0,R,674.4,466.9,0.943,direct
1780661729.337,0,L,707.6,506.1,0.908,direct
1780661729.337,0,R,674.6,467.1,0.926,direct
1780661729.387,0,L,712.3,507.9,0.941,direct
1780661729.387,0,R,674.9,467.3,0.946,direct
1780661729.432,0,L,712.4,508.0,0.941,direct
1780661729.432,0,R,675.1,467.5,0.946,direct
1780661729.477,0,L,718.9,502.4,0.938,direct
1780661729.477,0,R,675.3,467.8,0.936,direct
1780661729.528,0,L,705.5,497.5,0.925,direct
1780661729.528,0,R,675.6,468.0,0.921,direct
1780661729.571,0,L,705.4,497.5,0.925,direct
1780661729.571,0,R,675.8,468.2,0.921,direct
1780661729.607,0,L,717.0,507.5,0.930,direct
1780661729.607,0,R,676.0,468.4,0.927,direct
1780661729.652,0,L,717.1,507.6,0.930,direct
1780661729.652,0,R,676.3,468.7,0.927,direct
1780661729.689,0,L,712.3,500.8,0.919,direct
1780661729.689,0,R,676.5,468.9,0.914,direct
1780661729.732,0,L,712.2,500.7,0.919,direct
1780661729.732,0,R,676.7,469.1,0.914,direct
1780661729.774,0,L,717.2,502.3,0.953,direct
1780661729.774,0,R,677.0,469.3,0.950,direct
1780661729.810,0,L,717.4,502.4,0.953,direct
1780661729.810,0,R,677.2,469.6,0.950,direct
1780661729.855,0,L,712.7,501.5,0.949,direct
1780661729.855,0,R,677.4,469.8,0.951,direct
1780661729.890,0,L,707.2,504.5,0.903,direct
1780661729.890,0,R,677.7,470.0,0.923,direct
1780661729.925,0,L,707.1,504.5,0.903,direct
1780661729.925,0,R,677.9,470.2,0.923,direct
1780661729.961,0,L,703.7,497.5,0.914,direct
1780661729.961,0,R,678.1,470.5,0.935,direct
1780661729.999,0,L,702.8,500.0,0.826,direct
1780661729.999,0,R,678.4,470.7,0.871,direct
1780661730.040,0,L,702.8,500.1,0.826,direct
1780661730.040,0,R,678.6,470.9,0.871,direct
1780661730.074,0,L,699.0,485.8,0.740,direct
1780661730.074,0,R,678.8,471.1,0.841,direct
1780661730.111,0,L,698.9,485.7,0.740,direct
1780661730.111,0,R,679.1,471.4,0.841,direct
1780661730.155,0,L,689.8,489.3,0.797,direct
1780661730.155,0,R,679.3,471.6,0.891,direct
1780661730.193,0,L,689.6,489.4,0.797,direct
1780661730.193,0,R,679.5,471.8,0.891,direct
1780661730.231,0,L,697.7,487.6,0.921,direct
1780661730.231,0,R,679.8,472.0,0.961,direct
1780661730.280,0,L,697.9,487.6,0.921,direct
1780661730.280,0,R,680.0,472.2,0.961,direct
1780661730.314,0,L,705.2,486.2,0.967,direct
1780661730.314,0,R,680.2,472.5,0.985,direct
1780661730.350,0,L,705.3,486.2,0.967,direct
1780661730.351,0,R,680.5,472.7,0.985,direct
1780661730.388,0,L,682.1,467.8,0.971,direct
1780661730.388,0,R,680.7,472.9,0.989,direct
1780661730.436,0,L,681.9,467.6,0.971,direct
1780661730.436,0,R,680.9,473.1,0.989,direct
1780661730.483,0,L,624.1,429.3,0.988,direct
1780661730.483,0,R,681.2,473.4,0.996,direct
1780661730.526,0,L,615.4,427.9,0.980,direct
1780661730.526,0,R,681.4,473.6,0.991,direct
1780661730.561,0,L,589.9,414.8,0.979,direct
1780661730.561,0,R,681.7,473.8,0.993,direct
1780661730.596,0,L,589.8,414.7,0.979,direct
1780661730.596,0,R,681.9,474.0,0.993,direct
1780661730.636,0,L,576.6,411.9,0.978,direct
1780661730.637,0,R,682.1,474.3,0.988,direct
1780661730.688,0,L,576.5,411.9,0.978,direct
1780661730.688,0,R,682.4,474.5,0.988,direct
1780661730.733,0,L,579.6,418.2,0.972,direct
1780661730.733,0,R,682.6,474.7,0.984,direct
1780661730.769,0,L,579.6,418.3,0.972,direct
1780661730.769,0,R,682.8,474.9,0.984,direct
1780661730.805,0,L,578.5,419.3,0.981,direct
1780661730.805,0,R,683.1,475.2,0.990,direct
1780661730.844,0,L,578.2,419.5,0.981,direct
1780661730.844,0,R,683.3,475.4,0.990,direct
1780661730.877,0,L,577.3,419.2,0.981,direct
1780661730.877,0,R,683.5,475.6,0.992,direct
1780661730.910,0,L,576.9,419.1,0.981,direct
1780661730.910,0,R,683.8,475.8,0.992,direct
1780661730.947,0,L,573.5,420.0,0.983,direct
1780661730.947,0,R,684.0,476.1,0.988,direct
1780661730.984,0,L,573.3,420.1,0.983,direct
1780661730.984,0,R,684.2,476.3,0.988,direct
1780661731.031,0,L,571.5,411.6,0.986,direct
1780661731.032,0,R,684.5,476.5,0.990,direct
1780661731.075,0,L,571.4,411.5,0.986,direct
1780661731.075,0,R,684.7,476.7,0.990,direct
1780661731.110,0,L,572.5,422.3,0.983,direct
1780661731.110,0,R,542.5,498.2,0.988,direct
1780661731.150,0,L,573.0,423.8,0.986,direct
1780661731.150,0,R,540.1,492.4,0.991,direct
1780661731.187,0,L,573.0,423.9,0.986,direct
1780661731.187,0,R,540.1,492.3,0.991,direct
1780661731.234,0,L,573.7,427.6,0.985,direct
1780661731.234,0,R,542.6,494.6,0.990,direct
1780661731.277,0,L,572.7,428.2,0.986,direct
1780661731.277,0,R,538.2,496.4,0.991,direct
1780661731.331,0,L,572.6,428.3,0.986,direct
1780661731.331,0,R,538.2,496.4,0.991,direct
1780661731.363,0,L,573.2,429.3,0.984,direct
1780661731.363,0,R,536.8,487.6,0.989,direct
1780661731.409,0,L,573.5,429.6,0.984,direct
1780661731.409,0,R,536.7,487.4,0.989,direct
1780661731.443,0,L,576.1,433.3,0.981,direct
1780661731.443,0,R,536.0,489.9,0.987,direct
1780661731.486,0,L,576.2,433.4,0.981,direct
1780661731.486,0,R,535.9,490.0,0.987,direct
1780661731.530,0,L,574.3,434.8,0.982,direct
1780661731.530,0,R,534.1,498.3,0.988,direct
1780661731.565,0,L,574.1,434.9,0.982,direct
1780661731.565,0,R,534.0,498.5,0.988,direct
1780661731.602,0,L,572.2,433.2,0.983,direct
1780661731.602,0,R,531.7,496.1,0.990,direct
1780661731.639,0,L,572.1,433.1,0.983,direct
1780661731.639,0,R,531.6,496.0,0.990,direct
1780661731.675,0,L,569.9,435.5,0.973,direct
1780661731.675,0,R,524.7,489.2,0.984,direct
1780661731.719,0,L,573.3,436.8,0.978,direct
1780661731.719,0,R,523.9,498.0,0.986,direct
1780661731.755,0,L,573.2,438.9,0.969,direct
1780661731.755,0,R,512.9,482.4,0.976,direct
1780661731.798,0,L,573.1,439.1,0.969,direct
1780661731.798,0,R,512.9,482.3,0.976,direct
1780661731.834,0,L,580.8,428.6,0.989,direct
1780661731.834,0,R,522.3,496.1,0.993,direct
1780661731.870,0,L,580.9,428.5,0.989,direct
1780661731.871,0,R,522.4,496.2,0.993,direct
1780661731.907,0,L,579.9,427.8,0.983,direct
1780661731.907,0,R,519.7,491.8,0.989,direct
1780661731.940,0,L,579.7,427.6,0.983,direct
1780661731.940,0,R,519.7,491.7,0.989,direct
1780661731.978,0,L,577.9,437.6,0.956,direct
1780661731.978,0,R,503.3,488.9,0.963,direct
1780661732.012,0,L,577.9,437.7,0.956,direct
1780661732.012,0,R,503.1,488.8,0.963,direct
1780661732.047,0,L,577.5,427.3,0.978,direct
1780661732.047,0,R,496.7,487.9,0.982,direct
1780661732.079,0,L,578.6,435.2,0.962,direct
1780661732.079,0,R,490.9,493.9,0.970,direct
1780661732.079,1,L,609.8,412.0,0.250,predicted
1780661732.079,1,R,627.3,461.9,0.250,predicted
1780661732.112,0,L,578.6,435.3,0.962,direct
1780661732.112,0,R,490.8,494.0,0.970,direct
1780661732.112,1,L,608.9,412.1,0.200,predicted
1780661732.112,1,R,627.3,461.9,0.200,predicted
1780661732.150,0,L,575.4,440.6,0.944,direct
1780661732.150,0,R,472.0,498.3,0.954,direct
1780661732.150,1,L,608.2,412.2,0.150,predicted
1780661732.150,1,R,627.3,461.9,0.150,predicted
1780661732.189,0,L,575.3,440.7,0.944,direct
1780661732.189,0,R,471.8,498.4,0.954,direct
1780661732.189,1,L,607.7,412.3,0.100,predicted
1780661732.189,1,R,627.3,461.9,0.100,predicted
1780661732.221,0,L,574.7,440.2,0.976,direct
1780661732.221,0,R,472.4,498.4,0.979,direct
1780661732.256,0,L,574.6,440.0,0.976,direct
1780661732.256,0,R,472.6,498.5,0.979,direct
1780661732.290,0,L,572.7,435.1,0.973,direct
1780661732.290,0,R,474.2,473.7,0.978,direct
1780661732.325,0,L,572.7,434.9,0.973,direct
1780661732.325,0,R,474.2,473.4,0.978,direct
1780661732.359,0,L,572.9,437.4,0.980,direct
1780661732.359,0,R,473.6,477.6,0.985,direct
1780661732.407,0,L,572.9,437.6,0.980,direct
1780661732.407,0,R,473.6,477.6,0.985,direct
1780661732.444,0,L,576.2,436.9,0.977,direct
1780661732.444,0,R,474.3,468.4,0.982,direct
1780661732.478,0,L,576.4,436.9,0.977,direct
1780661732.478,0,R,474.3,468.3,0.982,direct
1780661732.512,0,L,576.8,437.8,0.973,direct
1780661732.512,0,R,471.1,474.2,0.980,direct
1780661732.545,0,L,576.9,438.0,0.973,direct
1780661732.545,0,R,471.0,474.3,0.980,direct
1780661732.579,0,L,574.8,433.9,0.973,direct
1780661732.579,0,R,477.8,438.6,0.982,direct
1780661732.624,0,L,571.4,430.6,0.971,direct
1780661732.624,0,R,480.9,419.0,0.981,direct
1780661732.657,0,L,571.3,430.5,0.971,direct
1780661732.657,0,R,480.9,418.9,0.981,direct
1780661732.693,0,L,568.7,430.4,0.969,direct
1780661732.693,0,R,488.3,412.1,0.980,direct
1780661732.731,0,L,568.5,430.4,0.969,direct
1780661732.731,0,R,488.3,412.0,0.980,direct
1780661732.767,0,L,569.8,428.3,0.968,direct
1780661732.767,0,R,486.2,414.7,0.977,direct
1780661732.811,0,L,570.0,428.1,0.968,direct
1780661732.811,0,R,486.2,414.7,0.977,direct
1780661732.847,0,L,565.7,426.5,0.958,direct
1780661732.847,0,R,483.3,423.2,0.969,direct
1780661732.847,1,L,607.3,412.4,0.100,predicted
1780661732.847,1,R,627.3,461.9,0.100,predicted
1780661732.890,0,L,568.5,430.4,0.977,direct
1780661732.890,0,R,475.9,440.6,0.981,direct
1780661732.934,0,L,568.6,430.5,0.977,direct
1780661732.934,0,R,475.9,440.7,0.981,direct
1780661732.972,0,L,570.1,434.8,0.981,direct
1780661732.972,0,R,471.0,467.9,0.985,direct
1780661733.012,0,L,570.2,435.0,0.981,direct
1780661733.012,0,R,471.0,468.2,0.985,direct
1780661733.050,0,L,570.5,434.6,0.982,direct
1780661733.050,0,R,472.8,474.1,0.985,direct
1780661733.094,0,L,570.4,434.4,0.987,direct
1780661733.094,0,R,473.6,481.8,0.990,direct
1780661733.130,0,L,570.3,434.4,0.987,direct
1780661733.130,0,R,473.6,481.9,0.990,direct
1780661733.170,0,L,572.2,432.4,0.982,direct
1780661733.170,0,R,484.7,486.6,0.986,direct
1780661733.214,0,L,572.4,432.2,0.982,direct
1780661733.214,0,R,484.9,486.6,0.986,direct
1780661733.251,0,L,574.0,432.6,0.977,direct
1780661733.251,0,R,492.6,480.0,0.982,direct
1780661733.297,0,L,574.4,432.6,0.977,direct
1780661733.297,0,R,492.7,479.9,0.982,direct
1780661733.342,0,L,575.5,432.7,0.983,direct
1780661733.342,0,R,501.0,482.6,0.987,direct
1780661733.389,0,L,576.2,433.0,0.988,direct
1780661733.389,0,R,518.5,484.8,0.991,direct
1780661733.423,0,L,576.4,433.2,0.988,direct
1780661733.423,0,R,518.6,484.8,0.991,direct
1780661733.468,0,L,573.2,428.0,0.992,direct
1780661733.469,0,R,529.8,489.3,0.995,direct
1780661733.502,0,L,573.1,427.8,0.992,direct
1780661733.502,0,R,530.0,489.3,0.995,direct
1780661733.534,0,L,574.8,427.6,0.988,direct
1780661733.534,0,R,541.4,490.6,0.991,direct
1780661733.572,0,L,571.9,429.5,0.981,direct
